ID evento, Ofset inicio, Ofset final
737, 0x35A658, 0x35B403
738, 0x35B3FC, 0x35BBC6
739, 0x35BBC0, 0x35D123
740, 0x35D11C, 0x35D6B2
741, 0x35D6AC, 0x35DA67
742, 0x35DA60, 0x35E15D
743, 0x35E158, 0x35E23B
744, 0x35E234, 0x35E75D
745, 0x35E758, 0x35F2E0
746, 0x35F2D8, 0x35F3B0
747, 0x35F3A8, 0x35F552
748, 0x35F54C, 0x35F5F3
749, 0x35F5EC, 0x35F900
750, 0x35F8F8, 0x360723
751, 0x36071C, 0x36144B
752, 0x361444, 0x361517
753, 0x361510, 0x362210
754, 0x362208, 0x3622B9
755, 0x3622B4, 0x36236B
756, 0x362364, 0x3629CD
757, 0x3629C8, 0x362B02
758, 0x362AFC, 0x362C6B
759, 0x362C64, 0x362DAC
760, 0x362DA4, 0x363285
761, 0x363280, 0x3633BE
762, 0x3633B8, 0x3634D0
763, 0x3634C8, 0x364B35
764, 0x364B30, 0x3655FB
765, 0x3655F4, 0x365694
766, 0x36568C, 0x365751
767, 0x36574C, 0x365BB6
768, 0x365BB0, 0x365C87
769, 0x365C80, 0x3662DC
770, 0x3662D4, 0x366394
771, 0x36638C, 0x3664A0
772, 0x366498, 0x366649
773, 0x366644, 0x367028
774, 0x367020, 0x3670CD
775, 0x3670C8, 0x367245
776, 0x367240, 0x367E0F
777, 0x367E08, 0x3683F0
778, 0x3683E8, 0x3684C3
779, 0x3684BC, 0x369021
780, 0x36901C, 0x3690F8
781, 0x3690F0, 0x3698E6
782, 0x3698E0, 0x369B50
783, 0x369B48, 0x369FC2
784, 0x369FBC, 0x36A18C
785, 0x36A184, 0x36A257
786, 0x36A250, 0x36AF45
787, 0x36AF40, 0x36B077
788, 0x36B070, 0x36B215
789, 0x36B210, 0x36B40B
790, 0x36B404, 0x36B556
791, 0x36B550, 0x36B731
792, 0x36B72C, 0x36BC4F
793, 0x36BC48, 0x36BD0E
794, 0x36BD08, 0x36C20E
795, 0x36C208, 0x36D49B
796, 0x36D494, 0x36D8DA
797, 0x36D8D4, 0x36DA1B
798, 0x36DA14, 0x36DC5F
799, 0x36DC58, 0x36DFCB
800, 0x36DFC4, 0x36E28C
801, 0x36E284, 0x36E748
802, 0x36E740, 0x36E89A
803, 0x36E894, 0x36E97E
804, 0x36E978, 0x36EFD3
805, 0x36EFCC, 0x36F0E5
806, 0x36F0E0, 0x36F49E
807, 0x36F498, 0x36F582
808, 0x36F57C, 0x36F65A
809, 0x36F654, 0x36F80F
810, 0x36F808, 0x36FAD5
811, 0x36FAD0, 0x37015E
812, 0x370158, 0x3704B5
813, 0x3704B0, 0x3706B4
814, 0x3706AC, 0x3708A8
815, 0x3708A0, 0x370E96
816, 0x370E90, 0x371114
817, 0x37110C, 0x371706
818, 0x371700, 0x37193E
819, 0x371938, 0x373005
820, 0x373000, 0x373343
821, 0x37333C, 0x373722
822, 0x37371C, 0x37383C
823, 0x373834, 0x373955
824, 0x373950, 0x373A73
825, 0x373A6C, 0x373B90
826, 0x373B88, 0x373CAD
827, 0x373CA8, 0x373DCF
828, 0x373DC8, 0x373EE8
829, 0x373EE0, 0x374001
830, 0x373FFC, 0x37411F
831, 0x374118, 0x37423C
832, 0x374234, 0x374359
833, 0x374354, 0x37447B
834, 0x374474, 0x37459F
835, 0x374598, 0x3745C8
836, 0x3745C0, 0x3745F0
837, 0x3745E8, 0x374618
838, 0x374610, 0x374640
839, 0x374638, 0x374668
840, 0x374660, 0x374690
841, 0x374688, 0x3746B8
842, 0x3746B0, 0x3747AB
843, 0x3747A4, 0x37489F
844, 0x374898, 0x37498F
845, 0x374988, 0x374AAE
846, 0x374AA8, 0x374BCD
847, 0x374BC8, 0x37509A
848, 0x375094, 0x375D33
849, 0x375D2C, 0x376432
850, 0x37642C, 0x3764E7
851, 0x3764E0, 0x3766EA
852, 0x3766E4, 0x376A7E
853, 0x376A78, 0x376BA0
854, 0x376B98, 0x376C17
855, 0x376C10, 0x37727A
856, 0x377274, 0x377414
857, 0x37740C, 0x3774CB
858, 0x3774C4, 0x377E78
859, 0x377E70, 0x378010
860, 0x378008, 0x3780C7
861, 0x3780C0, 0x378A8A
862, 0x378A84, 0x378CE8
863, 0x378CE0, 0x3791A4
864, 0x37919C, 0x3795D2
865, 0x3795CC, 0x379647
866, 0x379640, 0x379B5E
867, 0x379B58, 0x37A2F6
868, 0x37A2F0, 0x37A320
869, 0x37A318, 0x37A348
870, 0x37A340, 0x37A370
871, 0x37A368, 0x37A398
872, 0x37A390, 0x37A3C0
873, 0x37A3B8, 0x37A965
874, 0x37A960, 0x37AD4D
875, 0x37AD48, 0x37B25E
876, 0x37B258, 0x37BA87
877, 0x37BA80, 0x37BFAA
878, 0x37BFA4, 0x37C5B1
879, 0x37C5AC, 0x37CA9E
880, 0x37CA98, 0x37CC41
881, 0x37CC3C, 0x37CDEB
882, 0x37CDE4, 0x37CF04
883, 0x37CEFC, 0x37D0C5
884, 0x37D0C0, 0x37D29A
885, 0x37D294, 0x37D4FC
886, 0x37D4F4, 0x37D8E0
887, 0x37D8D8, 0x37DA35
888, 0x37DA30, 0x37DABC
889, 0x37DAB4, 0x37E2D4
890, 0x37E2CC, 0x37E39C
891, 0x37E394, 0x37EA8A
892, 0x37EA84, 0x37EBDE
893, 0x37EBD8, 0x37EC6D
894, 0x37EC68, 0x37F447
895, 0x37F440, 0x37F4DD
896, 0x37F4D8, 0x37F613
897, 0x37F60C, 0x37F6DB
898, 0x37F6D4, 0x37FBE5
899, 0x37FBE0, 0x3802A0
900, 0x380298, 0x380409
901, 0x380404, 0x38056D
902, 0x380568, 0x3806D7
903, 0x3806D0, 0x3809FA
904, 0x3809F4, 0x380C60
905, 0x380C58, 0x380E3C
906, 0x380E34, 0x381310
907, 0x381308, 0x381392
908, 0x38138C, 0x381D98
909, 0x381D90, 0x381E33
910, 0x381E2C, 0x381EB6
911, 0x381EB0, 0x3824BA
912, 0x3824B4, 0x382576
913, 0x382570, 0x382623
914, 0x38261C, 0x38277F
915, 0x382778, 0x3830EC
916, 0x3830E4, 0x383160
917, 0x383158, 0x3831EF
918, 0x3831E8, 0x383698
919, 0x383690, 0x383B3C
920, 0x383B34, 0x383CA0
921, 0x383C98, 0x383E4E
922, 0x383E48, 0x383FB1
923, 0x383FAC, 0x384132
924, 0x38412C, 0x384379
925, 0x384374, 0x3845CF
926, 0x3845C8, 0x384E62
927, 0x384E5C, 0x384EE1
928, 0x384EDC, 0x384F88
929, 0x384F80, 0x3854D0
930, 0x3854C8, 0x38564C
931, 0x385644, 0x3856E4
932, 0x3856DC, 0x385EAB
933, 0x385EA4, 0x3864B8
934, 0x3864B0, 0x3865FF
935, 0x3865F8, 0x38668F
936, 0x386688, 0x386BC8
937, 0x386BC0, 0x3870FC
938, 0x3870F4, 0x387240
939, 0x387238, 0x3873E4
940, 0x3873DC, 0x38754E
941, 0x387548, 0x3877B4
942, 0x3877AC, 0x38792E
943, 0x387928, 0x387AE5
944, 0x387AE0, 0x387E61
945, 0x387E5C, 0x387F06
946, 0x387F00, 0x388040
947, 0x388038, 0x388688
948, 0x388680, 0x388720
949, 0x388718, 0x3887B9
950, 0x3887B4, 0x388C1E
951, 0x388C18, 0x388CB7
952, 0x388CB0, 0x388E0A
953, 0x388E04, 0x38934B
954, 0x389344, 0x3893BF
955, 0x3893B8, 0x3894FE
956, 0x3894F8, 0x3899E3
957, 0x3899DC, 0x389ECE
958, 0x389EC8, 0x38A027
959, 0x38A020, 0x38A1FF
960, 0x38A1F8, 0x38A3CC
961, 0x38A3C4, 0x38A514
962, 0x38A50C, 0x38A6BD
963, 0x38A6B8, 0x38A924
964, 0x38A91C, 0x38A94C
965, 0x38A944, 0x38A974
966, 0x38A96C, 0x38A99C
967, 0x38A994, 0x38A9C4
968, 0x38A9BC, 0x38A9EC
969, 0x38A9E4, 0x38AA6A
970, 0x38AA64, 0x38AAEF
971, 0x38AAE8, 0x38AB6D
972, 0x38AB68, 0x38ABE8
973, 0x38ABE0, 0x38AC39
974, 0x38AC34, 0x38AC78
975, 0x38AC70, 0x38ACC4
976, 0x38ACBC, 0x38B789
977, 0x38B784, 0x38C124
978, 0x38C11C, 0x38C5E1
979, 0x38C5DC, 0x38C69B
980, 0x38C694, 0x38C6CC
981, 0x38C6C4, 0x38C714
982, 0x38C70C, 0x390C84
983, 0x390C7C, 0x392F4C
984, 0x392F44, 0x393411
985, 0x39340C, 0x393BB9
986, 0x393BB4, 0x393EF6
987, 0x393EF0, 0x394497
988, 0x394490, 0x3944D8
989, 0x3944D0, 0x394524
990, 0x39451C, 0x394634
991, 0x39462C, 0x3975A6
992, 0x3975A0, 0x399D51
993, 0x399D4C, 0x3A158C
994, 0x3A1584, 0x3A34B7
995, 0x3A34B0, 0x3A57DF
996, 0x3A57D8, 0x3A7F84
997, 0x3A7F7C, 0x3A9F2B
998, 0x3A9F24, 0x3AC1F7
999, 0x3AC1F0, 0x3AF0DB
1000, 0x3AF0D4, 0x3B1E8D
1001, 0x3B1E88, 0x3B4D58
1002, 0x3B4D50, 0x3B7BC9
1003, 0x3B7BC4, 0x3BACDC
1004, 0x3BACD4, 0x3BDB63
1005, 0x3BDB5C, 0x3C09F9
1006, 0x3C09F4, 0x3C27D4
1007, 0x3C27CC, 0x3C4AA9
1008, 0x3C4AA4, 0x3CCB3E
1009, 0x3CCB38, 0x3CEEE2
1010, 0x3CEEDC, 0x3D0D4B
1011, 0x3D0D44, 0x3D87D5
1012, 0x3D87D0, 0x3DA8C9
1013, 0x3DA8C4, 0x3DC9BD
1014, 0x3DC9B8, 0x3E4BF7
1015, 0x3E4BF0, 0x3E6BC0
1016, 0x3E6BB8, 0x3E81D8
1017, 0x3E81D0, 0x3EA1AC
1018, 0x3EA1A4, 0x3F2098
1019, 0x3F2090, 0x3F3AE6
1020, 0x3F3AE0, 0x3F6268
1021, 0x3F6260, 0x3FA115
1022, 0x3FA110, 0x3FB8B7
1023, 0x3FB8B0, 0x3FD4F5
1024, 0x3FD4F0, 0x400605
1025, 0x400600, 0x4023B3
1026, 0x4023AC, 0x404639
1027, 0x404634, 0x406760
1028, 0x406758, 0x408BD7
1029, 0x408BD0, 0x40A804
1030, 0x40A7FC, 0x40C9B9
1031, 0x40C9B4, 0x410367
1032, 0x410360, 0x412D6D
1033, 0x412D68, 0x417DDB
1034, 0x417DD4, 0x421A00
1035, 0x4219F8, 0x424514
1036, 0x42450C, 0x42EE84
1037, 0x42EE7C, 0x439E7A
1038, 0x439E74, 0x43C352
1039, 0x43C34C, 0x451035
1040, 0x451030, 0x451E15
1041, 0x451E10, 0x45377E
1042, 0x453778, 0x467808
1043, 0x467800, 0x47B903
1044, 0x47B8FC, 0x48B14D
1045, 0x48B148, 0x49491E
1046, 0x494918, 0x4A6CAE
1047, 0x4A6CA8, 0x4AD805
1048, 0x4AD800, 0x4B3A63
1049, 0x4B3A5C, 0x4B8080
1050, 0x4B8078, 0x4B8AE4
1051, 0x4B8ADC, 0x4BAC8B
1052, 0x4BAC84, 0x4BBF12
1053, 0x4BBF0C, 0x4BC2E2
1054, 0x4BC2DC, 0x4C2124
1055, 0x4C211C, 0x4C4FE5
1056, 0x4C4FE0, 0x4C7B85
1057, 0x4C7B80, 0x4C8801
1058, 0x4C87FC, 0x4C9410
1059, 0x4C9408, 0x4C94FD
1060, 0x4C94F8, 0x4CA439
1061, 0x4CA434, 0x4CB253
1062, 0x4CB24C, 0x4CC21D
1063, 0x4CC218, 0x4CE3F1
1064, 0x4CE3EC, 0x4CE41C
1065, 0x4CE414, 0x4CE660
1066, 0x4CE658, 0x4CEAD8
1067, 0x4CEAD0, 0x4CEBE3
1068, 0x4CEBDC, 0x4CECE3
1069, 0x4CECDC, 0x4CEE82
1070, 0x4CEE7C, 0x4CEFC0
1071, 0x4CEFB8, 0x4CF184
1072, 0x4CF17C, 0x4CF25D
1073, 0x4CF258, 0x4CF354
1074, 0x4CF34C, 0x4CF4B2
1075, 0x4CF4AC, 0x4CF5A0
1076, 0x4CF598, 0x4CF69B
1077, 0x4CF694, 0x4CF7AD
1078, 0x4CF7A8, 0x4CF882
1079, 0x4CF87C, 0x4CFD75
1080, 0x4CFD70, 0x4D00B8
1081, 0x4D00B0, 0x4D017C
1082, 0x4D0174, 0x4D0293
1083, 0x4D028C, 0x4D03D6
1084, 0x4D03D0, 0x4D06A1
1085, 0x4D069C, 0x4D07FE
1086, 0x4D07F8, 0x4D095F
1087, 0x4D0958, 0x4D0B6F
1088, 0x4D0B68, 0x4D0C9D
1089, 0x4D0C98, 0x4D0E09
1090, 0x4D0E04, 0x4D1033
1091, 0x4D102C, 0x4D11DF
1092, 0x4D11D8, 0x4D133F
1093, 0x4D1338, 0x4D1540
1094, 0x4D1538, 0x4D169B
1095, 0x4D1694, 0x4D17FD
1096, 0x4D17F8, 0x4D1943
1097, 0x4D193C, 0x4D1A9E
1098, 0x4D1A98, 0x4D1CF4
1099, 0x4D1CEC, 0x4D1E9A
1100, 0x4D1E94, 0x4D212C
1101, 0x4D2124, 0x4D21FD
1102, 0x4D21F8, 0x4D22DC
1103, 0x4D22D4, 0x4D2421
1104, 0x4D241C, 0x4D2543
1105, 0x4D253C, 0x4D2819
1106, 0x4D2814, 0x4D29D2
1107, 0x4D29CC, 0x4D2AEE
1108, 0x4D2AE8, 0x4D2BDA
1109, 0x4D2BD4, 0x4D2D6E
1110, 0x4D2D68, 0x4D2E5B
1111, 0x4D2E54, 0x4D2FAE
1112, 0x4D2FA8, 0x4D30BA
1113, 0x4D30B4, 0x4D31AB
1114, 0x4D31A4, 0x4D343C
1115, 0x4D3434, 0x4D3541
1116, 0x4D353C, 0x4D361B
1117, 0x4D3614, 0x4D3709
1118, 0x4D3704, 0x4D37F0
1119, 0x4D37E8, 0x4D38D5
1120, 0x4D38D0, 0x4D3A89
1121, 0x4D3A84, 0x4D3BAA
1122, 0x4D3BA4, 0x4D3C7E
1123, 0x4D3C78, 0x4D3E26
1124, 0x4D3E20, 0x4D481E
1125, 0x4D4818, 0x4D4945
1126, 0x4D4940, 0x4D4A51
1127, 0x4D4A4C, 0x4D4B59
1128, 0x4D4B54, 0x4D6A37
1129, 0x4D6A30, 0x4D7243
1130, 0x4D723C, 0x4D7810
1131, 0x4D7808, 0x4D79B8
1132, 0x4D79B0, 0x4D7C79
1133, 0x4D7C74, 0x4D7DE7
1134, 0x4D7DE0, 0x4D7F4B
1135, 0x4D7F44, 0x4D80C7
1136, 0x4D80C0, 0x4D8254
1137, 0x4D824C, 0x4D8424
1138, 0x4D841C, 0x4D8601
1139, 0x4D85FC, 0x4D89EC
1140, 0x4D89E4, 0x4D8B96
1141, 0x4D8B90, 0x4D8D8B
1142, 0x4D8D84, 0x4D8F71
1143, 0x4D8F6C, 0x4D917E
1144, 0x4D9178, 0x4D9386
1145, 0x4D9380, 0x4D9576
1146, 0x4D9570, 0x4D9E49
1147, 0x4D9E44, 0x4DA0D9
1148, 0x4DA0D4, 0x4DA39F
1149, 0x4DA398, 0x4DA4F2
1150, 0x4DA4EC, 0x4DA61A
1151, 0x4DA614, 0x4DA75F
1152, 0x4DA758, 0x4DA8BF
1153, 0x4DA8B8, 0x4DA9F6
1154, 0x4DA9F0, 0x4DABF1
1155, 0x4DABEC, 0x4DB01D
1156, 0x4DB018, 0x4DB215
1157, 0x4DB210, 0x4DB3E8
1158, 0x4DB3E0, 0x4DB5CB
1159, 0x4DB5C4, 0x4DB775
1160, 0x4DB770, 0x4DB90C
1161, 0x4DB904, 0x4DBB04
1162, 0x4DBAFC, 0x4DBD17
1163, 0x4DBD10, 0x4DBF21
1164, 0x4DBF1C, 0x4DC82F
1165, 0x4DC828, 0x4DCB30
1166, 0x4DCB28, 0x4DCC8F
1167, 0x4DCC88, 0x4DCF49
1168, 0x4DCF44, 0x4DD0A1
1169, 0x4DD09C, 0x4DD20A
1170, 0x4DD204, 0x4DD43F
1171, 0x4DD438, 0x4DD58B
1172, 0x4DD584, 0x4DD797
1173, 0x4DD790, 0x4DD913
1174, 0x4DD90C, 0x4DDAF4
1175, 0x4DDAEC, 0x4DDC85
1176, 0x4DDC80, 0x4DDF29
1177, 0x4DDF24, 0x4DE1FF
1178, 0x4DE1F8, 0x4DE3EC
1179, 0x4DE3E4, 0x4DE819
1180, 0x4DE814, 0x4DEA4A
1181, 0x4DEA44, 0x4DEC3C
1182, 0x4DEC34, 0x4DEEA8
1183, 0x4DEEA0, 0x4DF08C
1184, 0x4DF084, 0x4DF32D
1185, 0x4DF328, 0x4DF52E
1186, 0x4DF528, 0x4DF6F1
1187, 0x4DF6EC, 0x4DF8AB
1188, 0x4DF8A4, 0x4DFA53
1189, 0x4DFA4C, 0x4DFA84
1190, 0x4DFA7C, 0x4DFCC9
1191, 0x4DFCC4, 0x4DFEB0
1192, 0x4DFEA8, 0x4E0F32
1193, 0x4E0F2C, 0x4E10AD
1194, 0x4E10A8, 0x4E15FD
1195, 0x4E15F8, 0x4E17A0
1196, 0x4E1798, 0x4E190F
1197, 0x4E1908, 0x4E1FE8
1198, 0x4E1FE0, 0x4E25EB
1199, 0x4E25E4, 0x4E2BE5
1200, 0x4E2BE0, 0x4E31DD
1201, 0x4E31D8, 0x4E33A9
1202, 0x4E33A4, 0x4E3540
1203, 0x4E3538, 0x4E390E
1204, 0x4E3908, 0x4E3A67
1205, 0x4E3A60, 0x4E3C00
1206, 0x4E3BF8, 0x4E3CE3
1207, 0x4E3CDC, 0x4E3E94
1208, 0x4E3E8C, 0x4E3F7A
1209, 0x4E3F74, 0x4E4151
1210, 0x4E414C, 0x4E431F
1211, 0x4E4318, 0x4E44C7
1212, 0x4E44C0, 0x4E45BB
1213, 0x4E45B4, 0x4E49B8
1214, 0x4E49B0, 0x4E4AB2
1215, 0x4E4AAC, 0x4E4DF3
1216, 0x4E4DEC, 0x4E4FC9
1217, 0x4E4FC4, 0x4E5224
1218, 0x4E521C, 0x4E5410
1219, 0x4E5408, 0x4E566D
1220, 0x4E5668, 0x4E57F4
1221, 0x4E57EC, 0x4E5957
1222, 0x4E5950, 0x4E5B6F
1223, 0x4E5B68, 0x4E5DAE
1224, 0x4E5DA8, 0x4E5F0E
1225, 0x4E5F08, 0x4E6087
1226, 0x4E6080, 0x4E629E
1227, 0x4E6298, 0x4E641E
1228, 0x4E6418, 0x4E659A
1229, 0x4E6594, 0x4E6738
1230, 0x4E6730, 0x4E6907
1231, 0x4E6900, 0x4E6A0F
1232, 0x4E6A08, 0x4E6B3B
1233, 0x4E6B34, 0x4E6CE0
1234, 0x4E6CD8, 0x4E6E8D
1235, 0x4E6E88, 0x4E6F99
1236, 0x4E6F94, 0x4E7841
1237, 0x4E783C, 0x4E7A33
1238, 0x4E7A2C, 0x4E7B57
1239, 0x4E7B50, 0x4E7C7B
1240, 0x4E7C74, 0x4E7D7B
1241, 0x4E7D74, 0x4E7FE4
1242, 0x4E7FDC, 0x4E81BC
1243, 0x4E81B4, 0x4E9832
1244, 0x4E982C, 0x4EABF3
1245, 0x4EABEC, 0x4EB146
1246, 0x4EB140, 0x4EB450
1247, 0x4EB448, 0x4EB514
1248, 0x4EB50C, 0x4EB62E
1249, 0x4EB628, 0x4EB77B
1250, 0x4EB774, 0x4EB8C0
1251, 0x4EB8B8, 0x4EB9FF
1252, 0x4EB9F8, 0x4EBB81
1253, 0x4EBB7C, 0x4EBCF5
1254, 0x4EBCF0, 0x4EBF11
1255, 0x4EBF0C, 0x4EC0D9
1256, 0x4EC0D4, 0x4EC2BD
1257, 0x4EC2B8, 0x4EC41A
1258, 0x4EC414, 0x4EC580
1259, 0x4EC578, 0x4EC6DC
1260, 0x4EC6D4, 0x4EC852
1261, 0x4EC84C, 0x4EC9B3
1262, 0x4EC9AC, 0x4ECAF6
1263, 0x4ECAF0, 0x4ECC4C
1264, 0x4ECC44, 0x4ECEA1
1265, 0x4ECE9C, 0x4ED81C
1266, 0x4ED814, 0x4EDAFC
1267, 0x4EDAF4, 0x4EDC4E
1268, 0x4EDC48, 0x4EDD98
1269, 0x4EDD90, 0x4EDF95
1270, 0x4EDF90, 0x4EE0FB
1271, 0x4EE0F4, 0x4EE243
1272, 0x4EE23C, 0x4EE395
1273, 0x4EE390, 0x4EE501
1274, 0x4EE4FC, 0x4EE661
1275, 0x4EE65C, 0x4EE7C3
1276, 0x4EE7BC, 0x4EEA67
1277, 0x4EEA60, 0x4EED36
1278, 0x4EED30, 0x4EEF22
1279, 0x4EEF1C, 0x4EF0F2
1280, 0x4EF0EC, 0x4EF36C
1281, 0x4EF364, 0x4EF550
1282, 0x4EF548, 0x4EF732
1283, 0x4EF72C, 0x4EF8F5
1284, 0x4EF8F0, 0x4EFA97
1285, 0x4EFA90, 0x4EFC79
1286, 0x4EFC74, 0x4EFE64
1287, 0x4EFE5C, 0x4F005B
1288, 0x4F0054, 0x4F008C
1289, 0x4F0084, 0x4F02D3
1290, 0x4F02CC, 0x4F0677
1291, 0x4F0670, 0x4F0A47
1292, 0x4F0A40, 0x4F10F6
1293, 0x4F10F0, 0x4F216C
1294, 0x4F2164, 0x4F255D
1295, 0x4F2558, 0x4F2951
1296, 0x4F294C, 0x4F2D45
1297, 0x4F2D40, 0x4F3139
1298, 0x4F3134, 0x4F3535
1299, 0x4F3530, 0x4F432A
1300, 0x4F4324, 0x4F43CC
1301, 0x4F43C4, 0x4F4750
1302, 0x4F4748, 0x4F4A99
1303, 0x4F4A94, 0x4F4E3A
1304, 0x4F4E34, 0x4F5201
1305, 0x4F51FC, 0x4F559B
1306, 0x4F5594, 0x4F6C02
1307, 0x4F6BFC, 0x4F731B
1308, 0x4F7314, 0x4F759C
1309, 0x4F7594, 0x4F792F
1310, 0x4F7928, 0x4F7A4A
1311, 0x4F7A44, 0x4F7B4C
1312, 0x4F7B44, 0x4F7D02
1313, 0x4F7CFC, 0x4F7E0A
1314, 0x4F7E04, 0x4F7F0E
1315, 0x4F7F08, 0x4F8091
1316, 0x4F808C, 0x4F8194
1317, 0x4F818C, 0x4F8297
1318, 0x4F8290, 0x4F8410
1319, 0x4F8408, 0x4F866F
1320, 0x4F8668, 0x4F87E8
1321, 0x4F87E0, 0x4F8924
1322, 0x4F891C, 0x4F8A72
1323, 0x4F8A6C, 0x4F8CAC
1324, 0x4F8CA4, 0x4F8E0C
1325, 0x4F8E04, 0x4F8F42
1326, 0x4F8F3C, 0x4F9082
1327, 0x4F907C, 0x4F90AC
1328, 0x4F90A4, 0x4F90D4
