Animation_Name,Animation_ID
Horse_Rider_5_Finish_Base,0x772
Player_Horse_Rider_Stop_Base,0x776
Player_Horse_Rider_Base,0x77A
Player_Horse_Rider_Finish_Base,0x77E
Players_Horse_Stop_Base,0x782
Players_Horse_Base,0x786
Players_Horse_Faster_Base,0x78A
Players_Horse_Eat_Base,0x78E
Players_Horse_Sleeping_Base,0x792
Players_Horse_Deep_Sleep_Base,0x796
Players_Horse_Super_Fast_Base,0x79A
Players_Horse_Happy_Base,0x79E
Baby_Horse_Stop_Base,0x7A2
Baby_Horse_Base,0x7A6
Baby_Horse_Eat_Base,0x7AA
Baby_Horse_Sleeping_Base,0x7AE
Baby_Horse_Deep_Sleep_Base,0x7B2
Doug_Stop_Base,0x7B6
Doug_Base,0x7BA
Doug_Hands_Middle_Base,0x7BE
Ann_Stop_Base,0x7C2
Ann_Base,0x7C6
Ann_Middle_Hands_Base,0x7CA
Ann_Baby_Stop_Base,0x7CE
Ann_Baby_Base,0x7D2
Padding_1,0x7D5
Padding_2,0x7D6
Padding_3,0x7D7
Padding_4,0x7D8
Padding_5,0x7D9
Padding_6,0x7DA
Padding_7,0x7DB
Padding_8,0x7DC
Ann_Stop_1,0x7DD
Ann_Stop_2,0x7DE
Ann_Stop_3,0x7DF
Ann_Stop_4,0x7E0
Ann_Singing_1,0x7E1
Ann_Singing_2,0x7E2
Ann_Singing_3,0x7E3
Ann_Singing_4,0x7E4
Ann_Weeding_1,0x7E5
Ann_Weeding_2,0x7E6
Ann_Weeding_3,0x7E7
Ann_Weeding_4,0x7E8
Ann_Weeding_Kiss_1,0x7E9
Ann_Weeding_Kiss_2,0x7EA
Ann_Weeding_Kiss_3,0x7EB
Ann_Weeding_Kiss_4,0x7EC
Padding_9,0x7ED
Padding_10,0x7EE
Padding_11,0x7EF
Padding_12,0x7F0
Lu_Stop_Base,0x7F2
Lu_Base,0x7F6
Lu_Middle_Hands_Base,0x7FA
Kappa_Stop_Base,0x7FE
Kappa_Middle_Hands_Base,0x802
Lady_Bug_Base,0x806
Lady_Bug_Stop_1,0x809
Basil_Stop_Base,0x80B
Basil_Base,0x80F
Mary_Stop_1,0x812
Mary_Stop_2,0x813
Mary_Stop_3,0x814
Mary_Stop_4,0x815
Mary_Base,0x817
Mary_Hands_Base,0x81B
Mary_Stop_1,0x81E
Mary_Stop_2,0x81F
Mary_Stop_3,0x820
Mary_Stop_4,0x821
Padding_13,0x822
Padding_14,0x823
Padding_15,0x824
Padding_16,0x825
Padding_17,0x826
Padding_18,0x827
Padding_19,0x828
Padding_20,0x829
Padding_21,0x82A
Padding_22,0x82C
Padding_23,0x82D
Mary_Baby_Stop_Base,0x82F
Mary_Baby_Base,0x833
Mary_Weeding_Stop_Base,0x837
Mary_Weeding_Base,0x83B
Mary_Weeding_Kiss_Base,0x83F
Padding_24,0x842
Padding_25,0x843
Padding_26,0x844
Padding_27,0x845
Padding_28,0x846
Padding_29,0x847
Padding_30,0x848
Padding_31,0x849
Anna_Stop_Base,0x84B
Anna_Base,0x84F
Anna_Hands_Base,0x853
Won_Stop_Base,0x857
Won_Base,0x85B
Thomas_Stop_Base,0x85F
Thomas_Base,0x863
Thomas_Hands_Base,0x867
Mole_Stop_Base,0x86B
Mole_Base,0x86F
Mole2_Base,0x873
Monkey_Stop_Base,0x877
Monkey_Base,0x87B
Monkey_Relax_Base,0x87F
Monkey_Sellep,0x882
Elli_Stop_Base,0x884
Elli_Base,0x888
Elli_Hands_Base,0x88C
elli_Watching_1,0x88F
elli_Watching_2,0x890
elli_Watching_3,0x891
elli_Watching_4,0x892
Elli_Baby_Stop_Base,0x894
Elli_Baby_Base,0x898
Padding_32,0x89B
Padding_33,0x89C
Padding_34,0x89D
Padding_35,0x89E
Padding_36,0x89F
Padding_37,0x8A0
Padding_38,0x8A1
Padding_39,0x8A2
Elli_Singing_1,0x8A3
Elli_Singing_2,0x8A4
Elli_Singing_3,0x8A5
Elli_Singing_4,0x8A6
Elli_Weeding_Stop_Base,0x8A8
Elli_Weeding_Base,0x8AC
Elli_Weeding_Kiss_1,0x8AF
Elli_Weeding_Kiss_2,0x8B0
Elli_Weeding_Kiss_3,0x8B1
Elli_Weeding_Kiss_4,0x8B2
Padding_40,0x8B3
Padding_41,0x8B4
Padding_42,0x8B5
Padding_43,0x8B6
Stu_Stop_Base,0x8B8
Stu_Base,0x8BC
Duke_Stop_Base,0x8C0
Duke_Base,0x8C4
Duke_Colapsed_Base,0x8C8
Duke_Hands_Base,0x8CC
Manna_Stop_Base,0x8D0
Manna_Base,0x8D4
Lou_Stop_Base,0x8D8
Lou_Base,0x8DC
Lou_Hands_Base,0x8E0
Harris_Stop_Base,0x8E4
Harris_Base,0x8E8
Carter_Stop_Base,0x8EC
Carter_Base,0x8F0
Rabbit_Down_2,0x8F4
Rabbit_Base,0x8F5
Rabbit_Jump_Base,0x8F9
Bug_Flye_1,0x8FC
Bug_Flye_2,0x8FD
Bug_Flye_3,0x8FE
Bug_Flye_4,0x8FF
Bug_Stop,0x900
Kai_Stop_Base,0x902
Kai_Base,0x906
Kai_Hands_Base,0x90A
Kai_Weedig_Stop_Base,0x90E
Kai_Weedig_Base,0x912
Kai_Weedig_Kiss_Base,0x916
Padding_44,0x919
Padding_45,0x91A
Padding_46,0x91B
Sheep_Stop_Base,0x91D
Sheep_Base,0x921
Sheep_Eating_Base,0x925
Sheep_Sleeping_Base,0x929
Sheep_Deep_Sleeping_Base,0x92D
Sheep_Happy_Base,0x931
Sheep_Normal_Base,0x935
Sheep_Sheared_Stop_Base,0x939
Sheep_Sheared_Base,0x93D
Sheep_Sheared_Eating_Base,0x941
Sheep_Sheared_Sleeping_Base,0x945
Sheep_Sheared_Deep_Sleeping_Base,0x949
Sheep_Sheared_Happy_Base,0x94D
Sheep_Sheared_Normal_Base,0x951
Sheep_2_Stop_Base,0x955
Sheep_2_Eating_Base,0x95D
Sheep_2_Sleeping_Base,0x961
Sheep_2_Deep_Sleeping_Base,0x965
Sheep__Deep_Sleeping_Left,0x966
Sheep_2_Happy_Base,0x969
Baby_Sheep_Stop_Base,0x97D
Baby_Sheep_Base,0x971
Baby_Sheep_Eating_Base,0x975
Baby_Sheep_Sleeping_Base,0x979
Baby_Sheep_Deep_Sleeping_Base,0x981
Baby_Sheep_Happy_Base,0x985
Gray_Stop_Base,0x989
Gray_Base,0x98D
Gray_Hands_Base,0x991
Gray_Weeding_Stop_Base,0x995
Gray_Weeding_Base,0x999
Gray_Weeding_Kiss_1,0x99C
Gray_Weeding_Kiss_2,0x99D
Gray_Weeding_Kiss_3,0x99E
Gray_Weeding_Kiss_4,0x99F
Saibara_Stop_Base,0x9A1
Saibara_Base,0x9A5
Snake_Base,0x9A9
Snake_Stop,0x09AC
Duck_Baby_Base,0x09AE
Duck_Baby_Stop_Base,0x09B2
Squirrel_Stop_Base,0x09B6
Squirrel_Base,0x09BA
Squirrel_Stop,0x09BD
Savagge_Dog_Stop_Base,0x09BF
Savagge_Dog_Base,0x09C3
Savagge_Dog_Runing_Base,0x09C7
Savagge_Dog_Barking_Base,0x09CB
Savage_Dog_Scared_Base,0x09CF
Gotz_Stop_Base,0x09D3
Gotz_Base,0x09D7
Gotz_Hands_Base,0x09DB
Gotz_Working_Base,0x09DF
Gotz_Working2_Base,0x09E3
May_Stop_Base,0x09E7
May_Base,0x09EB
Barley_Stop_Base,0x09EF
Barley_Base,0x09F3
