event,line,opcode,args,context
event_0571.txt,896,Proc062,,"Since you've come and \r\nvisited me so many times, \r\nI shall now grant you a \BRK\r\nPower Berry as a token\r\nof my thanks.\BRK | I won't be giving you any \r\nmore, but come again anyway!\BRK | S"
event_0572.txt,43,Proc062,,...Here you go.\r\nDon't come back.\r\n\BRK | You sure are stubborn.\r\n\r\n\BRK
event_0586.txt,28,Proc062,,"The Power Berry you ordered\r\nis here. \BRK\WAIT_CLICKThis will really increase\r\nyour Stamina!\r\nIt's top quality, too!\BRK | Delivered safe and sound!\BRK"
event_0589.txt,85,Proc04A,Func122(,"Here you are, \xFF).\BRK"
event_0590.txt,20,Proc04A,Func122(,"Here you are, \xFF).\r\nFrom me to you...\BRK"
event_0590.txt,25,Proc08D,3,"I'm going to give you a \r\npresent, so empty your \r\nhands, OK?\BRK"
event_0590.txt,27,Proc08D,0x23,"I'm going to give you a \r\npresent, so empty your \r\nhands, OK?\BRK"
event_0592.txt,44,Proc0C4,,"Good morning, \xFF).\r\nToday is our 50th wedding \r\nanniversary!\BRK\WAIT_CLICKI have a present for you.\r\nActually...It's a Cottage \r\nin the mountains!\BRK\WAIT_CLICKHow did I pay for it?\r\nTha"
event_0593.txt,85,Proc04A,Func122(,"Here you are, \xFF).\BRK"
event_0595.txt,20,Proc04A,Func122(,Here you go.\BRK
event_0595.txt,25,Proc08D,0x19,"I'm going to give you a \r\npresent, so empty your \r\nhands, OK?\BRK"
event_0595.txt,27,Proc08D,0x23,"I'm going to give you a \r\npresent, so empty your \r\nhands, OK?\BRK"
event_0596.txt,44,Proc0C4,,"Good morning, \xFF).\r\nToday is our 50th wedding \r\nanniversary!\BRK\WAIT_CLICKI have a present for you.\r\nActually...It's a Cottage \r\nin the mountains!\BRK\WAIT_CLICKHow did I pay for it?\r\nTha"
event_0597.txt,85,Proc04A,Func122(,"Here you are, \xFF).\BRK"
event_0599.txt,20,Proc04A,Func122(,"Here you are, \xFF).\BRK"
event_0599.txt,25,Proc08D,0x15,"I'm going to give you a \r\npresent, so empty your \r\nhands, OK?\BRK"
event_0599.txt,27,Proc08D,0x23,"I'm going to give you a \r\npresent, so empty your \r\nhands, OK?\BRK"
event_0600.txt,44,Proc0C4,,"Good morning, \xFF).\r\nToday is our 50th wedding \r\nanniversary!\BRK\WAIT_CLICKI have a present for you.\r\nActually...It's a Cottage \r\nin the mountains!\BRK\WAIT_CLICKHow did I pay for it...?\r\n"
event_0601.txt,85,Proc04A,Func122(,"Here you are, \xFF).\BRK"
event_0603.txt,20,Proc04A,Func122(,"Here you are, \xFF).\BRK"
event_0603.txt,25,Proc08D,0x13,"I'm going to give you a \r\npresent, so empty your \r\nhands, OK?\BRK"
event_0603.txt,27,Proc08D,0x23,"I'm going to give you a \r\npresent, so empty your \r\nhands, OK?\BRK"
event_0604.txt,44,Proc0C4,,"Good morning, \xFF).\r\nToday is our 50th wedding \r\nanniversary!\BRK\WAIT_CLICKI hope you didn't forget!\r\nGuess what my gift is?\r\nActually...It's a Cottage \BRK\WAIT_CLICKin the mountains!\r\nHo"
event_0605.txt,85,Proc04A,Func122(,"Here you are, \xFF).\BRK"
event_0607.txt,20,Proc04A,Func122(,"Here you are, \xFF).\BRK"
event_0607.txt,25,Proc08D,0xC,"I'm going to give you a \r\npresent, so empty your \r\nhands, OK?\BRK"
event_0607.txt,27,Proc08D,0x23,"I'm going to give you a \r\npresent, so empty your \r\nhands, OK?\BRK"
event_0608.txt,44,Proc0C4,,"Good morning, \xFF).\r\nToday is our 50th wedding \r\nanniversary!\BRK\WAIT_CLICKI have a present for you\r\nthat I know you'll just \r\nlove...It's a Cottage\BRK\r\nin the mountains!\BRK\WAIT_CLICKHo"
event_0610.txt,59,Proc08D,3,"You're kidding...right?\r\nIt's \xFF*'s \r\nbirthday, you idiot!\BRK | I'd better apologize \r\nlater...\BRK"
event_0610.txt,60,Proc08D,0x23,"You're kidding...right?\r\nIt's \xFF*'s \r\nbirthday, you idiot!\BRK | I'd better apologize \r\nlater...\BRK"
event_0610.txt,81,Proc08D,3,"You're kidding...right?\r\nIt's \xFF*'s \r\nbirthday, you idiot!\BRK | I'd better apologize \r\nlater...\BRK"
event_0610.txt,82,Proc08D,0x23,"You're kidding...right?\r\nIt's \xFF*'s \r\nbirthday, you idiot!\BRK | I'd better apologize \r\nlater...\BRK"
event_0610.txt,125,Proc08D,3,I had so much fun today!\r\nI'll sleep like a log...\BRK
event_0610.txt,126,Proc08D,0x23,I had so much fun today!\r\nI'll sleep like a log...\BRK
event_0614.txt,60,Proc08D,0x19,How can you forget \r\nyour own son's birthday!?\BRK\WAIT_CLICKI can't believe you!\BRK | I'd better apologize \r\nlater...\BRK
event_0614.txt,61,Proc08D,0x23,How can you forget \r\nyour own son's birthday!?\BRK\WAIT_CLICKI can't believe you!\BRK | I'd better apologize \r\nlater...\BRK
event_0614.txt,82,Proc08D,0x19,"Are you sure you're not\r\nworking too hard?\BRK\WAIT_CLICKI hope you aren't suffering\r\na mental breakdown...\BRK\WAIT_CLICKIt's \xFF*'s \r\nbirthday, of course!\BRK | I'd better apologize \r\nlater"
event_0614.txt,83,Proc08D,0x23,"Are you sure you're not\r\nworking too hard?\BRK\WAIT_CLICKI hope you aren't suffering\r\na mental breakdown...\BRK\WAIT_CLICKIt's \xFF*'s \r\nbirthday, of course!\BRK | I'd better apologize \r\nlater"
event_0614.txt,126,Proc08D,0x19,I had so much fun today!\r\nI'll sleep like a log...\BRK
event_0614.txt,127,Proc08D,0x23,I had so much fun today!\r\nI'll sleep like a log...\BRK
event_0617.txt,60,Proc08D,0x15,"Are you becoming senile \r\nalready...? I hope not!\BRK\WAIT_CLICKIt's \xFF*'s\r\nbirthday, silly!\BRK | I'd better apologize \r\nlater...\BRK"
event_0617.txt,61,Proc08D,0x23,"Are you becoming senile \r\nalready...? I hope not!\BRK\WAIT_CLICKIt's \xFF*'s\r\nbirthday, silly!\BRK | I'd better apologize \r\nlater...\BRK"
event_0617.txt,82,Proc08D,0x15,"I'm flattered you're \r\nthinking of me, but it's \BRK\r\nyour son's birthday, \r\nnot mine, silly!\BRK | I'd better apologize \r\nlater...\BRK"
event_0617.txt,83,Proc08D,0x23,"I'm flattered you're \r\nthinking of me, but it's \BRK\r\nyour son's birthday, \r\nnot mine, silly!\BRK | I'd better apologize \r\nlater...\BRK"
event_0617.txt,126,Proc08D,0x15,I had so much fun today!\r\nI'll sleep like a log...\BRK
event_0617.txt,127,Proc08D,0x23,I had so much fun today!\r\nI'll sleep like a log...\BRK
event_0620.txt,60,Proc08D,0x13,"I can't believe you would\r\nconfuse your own birthday \r\nwith your son's!\BRK\WAIT_CLICKYou really are funny, \r\n\xFF).\BRK | I'd better apologize \r\nlater...\BRK"
event_0620.txt,61,Proc08D,0x23,"I can't believe you would\r\nconfuse your own birthday \r\nwith your son's!\BRK\WAIT_CLICKYou really are funny, \r\n\xFF).\BRK | I'd better apologize \r\nlater...\BRK"
event_0620.txt,82,Proc08D,0x13,"Thanks for thinking about\r\nme, but aren't you \r\nforgetting \xFF*?\BRK | I'd better apologize \r\nlater...\BRK"
event_0620.txt,83,Proc08D,0x23,"Thanks for thinking about\r\nme, but aren't you \r\nforgetting \xFF*?\BRK | I'd better apologize \r\nlater...\BRK"
event_0620.txt,126,Proc08D,0x13,I had so much fun today!\r\nI'll sleep like a log...\BRK
event_0620.txt,127,Proc08D,0x23,I had so much fun today!\r\nI'll sleep like a log...\BRK
event_0623.txt,60,Proc08D,0xC,"Very funny. Sometimes I \r\nthink you really are like a \r\ncharacter in a novel.\BRK\WAIT_CLICKIt's \xFF*'s\r\nbirthday, of course.\BRK | I'd better apologize \r\nlater...\BRK"
event_0623.txt,61,Proc08D,0x23,"Very funny. Sometimes I \r\nthink you really are like a \r\ncharacter in a novel.\BRK\WAIT_CLICKIt's \xFF*'s\r\nbirthday, of course.\BRK | I'd better apologize \r\nlater...\BRK"
event_0623.txt,82,Proc08D,0xC,What are you talking about!?\r\nI can't believe you've \r\nforgotten it's\BRK\r\n\xFF*'s birthday!\BRK | I'd better apologize \r\nlater...\BRK
event_0623.txt,83,Proc08D,0x23,What are you talking about!?\r\nI can't believe you've \r\nforgotten it's\BRK\r\n\xFF*'s birthday!\BRK | I'd better apologize \r\nlater...\BRK
event_0623.txt,126,Proc08D,0xC,I had so much fun today!\r\nI'll sleep like a log...\BRK
event_0623.txt,127,Proc08D,0x23,I had so much fun today!\r\nI'll sleep like a log...\BRK
event_0625.txt,62,Proc08D,3,It's my birthday!!\r\nHow can you forget both my\r\nbirthday and our\BRK\r\nanniversary!?\BRK | I'd better apologize \r\nlater...\BRK
event_0625.txt,82,Proc08D,3,"What!? \r\nIt's my birthday today,\r\nyou idiot!\BRK | I'd better apologize \r\nlater...\BRK"
event_0625.txt,116,Proc08D,3,"I look more mature to\r\nyou, don't I...?\BRK\WAIT_CLICKWell, one day does too\r\nmake a difference!\BRK | I had so much fun today!\r\nI'll sleep like a log...\BRK"
event_0625.txt,142,Proc08D,3,"What!? \r\nIt's my birthday today,\r\nyou idiot!\BRK | I'd better apologize \r\nlater...\BRK"
event_0625.txt,143,Proc08D,0x23,"What!? \r\nIt's my birthday today,\r\nyou idiot!\BRK | I'd better apologize \r\nlater...\BRK"
event_0625.txt,178,Proc08D,3,"I look more mature to\r\nyou, don't I...?\BRK\WAIT_CLICKWell, one day does too\r\nmake a difference!\BRK | I had so much fun today!\r\nI'll sleep like a log...\BRK"
event_0625.txt,179,Proc08D,0x23,"I look more mature to\r\nyou, don't I...?\BRK\WAIT_CLICKWell, one day does too\r\nmake a difference!\BRK | I had so much fun today!\r\nI'll sleep like a log...\BRK"
event_0625.txt,200,Proc08D,3,What kind of a father \r\nare you!? \BRK\WAIT_CLICKHow can you forget both\r\n\xFF*'s birthday\r\nand mine!?\BRK | I'd better apologize \r\nlater...\BRK
event_0625.txt,201,Proc08D,0x23,What kind of a father \r\nare you!? \BRK\WAIT_CLICKHow can you forget both\r\n\xFF*'s birthday\r\nand mine!?\BRK | I'd better apologize \r\nlater...\BRK
event_0629.txt,62,Proc08D,0x19,"It may not matter to you, \r\nbut it matters to me...!\BRK\WAIT_CLICKIt's my birthday!\BRK | I'd better apologize \r\nlater...\BRK"
event_0629.txt,82,Proc08D,0x19,"Are you feeling OK, \r\n\xFF)? \BRK\WAIT_CLICKIf you're not sick, you've\r\nno excuse for forgetting\r\nmy birthday!\BRK | I'd better apologize \r\nlater...\BRK"
event_0629.txt,116,Proc08D,0x19,Sorry all my food is the\r\nsame as at the Inn. \BRK\WAIT_CLICKI learned it all from dad!\BRK | I had so much fun today!\r\nI'll sleep like a log...\BRK
event_0629.txt,142,Proc08D,0x19,"Are you feeling OK, \r\n\xFF)? \BRK\WAIT_CLICKIf you're not sick, you've\r\nno excuse for forgetting\r\nmy birthday!\BRK | I'd better apologize \r\nlater...\BRK"
event_0629.txt,143,Proc08D,0x23,"Are you feeling OK, \r\n\xFF)? \BRK\WAIT_CLICKIf you're not sick, you've\r\nno excuse for forgetting\r\nmy birthday!\BRK | I'd better apologize \r\nlater...\BRK"
event_0629.txt,178,Proc08D,0x19,Sorry all my food is the\r\nsame as at the Inn. \BRK\WAIT_CLICKI learned it all from dad!\BRK | I had so much fun today!\r\nI'll sleep like a log...\BRK
event_0629.txt,179,Proc08D,0x23,Sorry all my food is the\r\nsame as at the Inn. \BRK\WAIT_CLICKI learned it all from dad!\BRK | I had so much fun today!\r\nI'll sleep like a log...\BRK
event_0629.txt,200,Proc08D,0x19,"It doesn't take much to \r\nremember your wife and \r\nkid's birthday, you know!\BRK\WAIT_CLICKYou'd better remember \r\nnext time!\BRK | I'd better apologize \r\nlater...\BRK"
event_0629.txt,201,Proc08D,0x23,"It doesn't take much to \r\nremember your wife and \r\nkid's birthday, you know!\BRK\WAIT_CLICKYou'd better remember \r\nnext time!\BRK | I'd better apologize \r\nlater...\BRK"
event_0632.txt,63,Proc08D,0x15,"...Anniversary?\r\nYou're joking, right?\r\nNo husband is callous \BRK\r\nenough to forget his \r\nwife's birthday, right...?\BRK | I'd better apologize \r\nlater...\BRK"
event_0632.txt,83,Proc08D,0x15,"Are you already becoming\r\nsenile at your age?...\r\nThat's worrying...\BRK\WAIT_CLICKIt's my birthday, remember?\BRK | I'd better apologize \r\nlater...\BRK"
event_0632.txt,117,Proc08D,0x15,I can't wait to have a\r\nbaby. I love kids. \BRK | I had so much fun today!\r\nI'll sleep like a log...\BRK
event_0632.txt,143,Proc08D,0x15,"Are you already becoming\r\nsenile at your age?...\r\nThat's worrying...\BRK\WAIT_CLICKIt's my birthday, remember?\BRK | I'd better apologize \r\nlater...\BRK"
event_0632.txt,144,Proc08D,0x23,"Are you already becoming\r\nsenile at your age?...\r\nThat's worrying...\BRK\WAIT_CLICKIt's my birthday, remember?\BRK | I'd better apologize \r\nlater...\BRK"
event_0632.txt,179,Proc08D,0x15,"No matter how many birthdays\r\nI have, I don't think I'll \r\ntruly be an adult until\BRK\r\nI have a child. \BRK | I had so much fun today!\r\nI'll sleep like a log...\BRK"
event_0632.txt,180,Proc08D,0x23,"No matter how many birthdays\r\nI have, I don't think I'll \r\ntruly be an adult until\BRK\r\nI have a child. \BRK | I had so much fun today!\r\nI'll sleep like a log...\BRK"
event_0632.txt,201,Proc08D,0x15,"You really are a strange one,\r\naren't you?\BRK\WAIT_CLICKHow many people forget both\r\ntheir own and their child's\r\nbirthday...?\BRK | I'd better apologize \r\nlater...\BRK"
event_0632.txt,202,Proc08D,0x23,"You really are a strange one,\r\naren't you?\BRK\WAIT_CLICKHow many people forget both\r\ntheir own and their child's\r\nbirthday...?\BRK | I'd better apologize \r\nlater...\BRK"
event_0635.txt,64,Proc08D,0x13,..........................\r\nWrong! It's my birthday!\BRK\WAIT_CLICKI can't believe you \r\nforgot!\BRK | I'd better apologize \r\nlater...\BRK
event_0635.txt,84,Proc08D,0x13,"Ha ha ha! I can't \r\nbelieve you mixed up our \r\nbirthdays! You sure are \BRK\r\ncute, \xFF).\BRK | I'd better apologize \r\nlater...\BRK"
event_0635.txt,118,Proc08D,0x13,"Well, we will celebrate our\r\nanniversaries just like \r\nthis...Forever!\BRK | I had so much fun today!\r\nI'll sleep like a log...\BRK"
event_0635.txt,144,Proc08D,0x13,"Ha ha ha! I can't \r\nbelieve you mixed up our \r\nbirthdays! You sure are \BRK\r\ncute, \xFF).\BRK | I'd better apologize \r\nlater...\BRK"
event_0635.txt,145,Proc08D,0x23,"Ha ha ha! I can't \r\nbelieve you mixed up our \r\nbirthdays! You sure are \BRK\r\ncute, \xFF).\BRK | I'd better apologize \r\nlater...\BRK"
event_0635.txt,180,Proc08D,0x13,"Well, we will celebrate our\r\nfamily anniversaries just  \r\nlike this...Forever!\BRK | I had so much fun today!\r\nI'll sleep like a log...\BRK"
event_0635.txt,181,Proc08D,0x23,"Well, we will celebrate our\r\nfamily anniversaries just  \r\nlike this...Forever!\BRK | I had so much fun today!\r\nI'll sleep like a log...\BRK"
event_0635.txt,202,Proc08D,0x13,"I know you love \r\n\xFF*, but \r\nremember me, too, OK?\BRK\WAIT_CLICKIt's my birthday!\BRK | I'd better apologize \r\nlater...\BRK"
event_0635.txt,203,Proc08D,0x23,"I know you love \r\n\xFF*, but \r\nremember me, too, OK?\BRK\WAIT_CLICKIt's my birthday!\BRK | I'd better apologize \r\nlater...\BRK"
event_0638.txt,63,Proc08D,0xC,"Our anniversary, huh?\BRK\WAIT_CLICKIn that case...just when do\r\nyou think my birthday is!?\BRK | I'd better apologize \r\nlater...\BRK"
event_0638.txt,83,Proc08D,0xC,"Ha! Sometimes you really are\r\nlike a character in a story!\r\nIt's my birthday, silly!\BRK | I'd better apologize \r\nlater...\BRK"
event_0638.txt,117,Proc08D,0xC,It's no fun having your \r\nbirthday be the same day as\r\nyour parents' anniversary!\BRK | I had so much fun today!\r\nI'll sleep like a log...\BRK
event_0638.txt,143,Proc08D,0xC,"Ha! Sometimes you really are\r\nlike a character in a story!\r\nIt's my birthday, silly\BRK | I'd better apologize \r\nlater...\BRK"
event_0638.txt,144,Proc08D,0x23,"Ha! Sometimes you really are\r\nlike a character in a story!\r\nIt's my birthday, silly\BRK | I'd better apologize \r\nlater...\BRK"
event_0638.txt,179,Proc08D,0xC,It's no fun having your \r\nbirthday be the same day as\r\nyour parents' anniversary!\BRK | I had so much fun today!\r\nI'll sleep like a log...\BRK
event_0638.txt,180,Proc08D,0x23,It's no fun having your \r\nbirthday be the same day as\r\nyour parents' anniversary!\BRK | I had so much fun today!\r\nI'll sleep like a log...\BRK
event_0638.txt,201,Proc08D,0xC,What kind of a father\r\ndoesn\x81ft know his own son's\r\nor his own wife's birthday?!\BRK\WAIT_CLICKToday is MY birthday!\BRK | I'd better apologize \r\nlater...\BRK
event_0638.txt,202,Proc08D,0x23,What kind of a father\r\ndoesn\x81ft know his own son's\r\nor his own wife's birthday?!\BRK\WAIT_CLICKToday is MY birthday!\BRK | I'd better apologize \r\nlater...\BRK
event_0640.txt,62,Proc08D,3,"I can't believe you're so\r\nbusy you even forgot your \r\nown birthday!\BRK\WAIT_CLICKEat this and go to bed\r\nearly, \xFF).\BRK | I'd better apologize \r\nlater...\BRK"
event_0640.txt,96,Proc08D,3,Happy birthday! \r\nI've been planning this for\r\na long time!\BRK | I had so much fun today!\r\nI'll sleep like a log...\BRK
event_0640.txt,116,Proc08D,3,How can you confuse my\r\nbirthday with your own?!\r\nYou're unbelievable!\BRK | I'd better apologize \r\nlater...\BRK
event_0640.txt,156,Proc08D,3,"Let's be together always,\r\nOK? No matter how old we \r\nget...\BRK | I had so much fun today!\r\nI'll sleep like a log...\BRK"
event_0640.txt,157,Proc08D,0x23,"Let's be together always,\r\nOK? No matter how old we \r\nget...\BRK | I had so much fun today!\r\nI'll sleep like a log...\BRK"
event_0640.txt,178,Proc08D,3,How can you confuse my\r\nbirthday with your own?!\r\nYou're unbelievable!\BRK | I'd better apologize \r\nlater...\BRK
event_0640.txt,179,Proc08D,0x23,How can you confuse my\r\nbirthday with your own?!\r\nYou're unbelievable!\BRK | I'd better apologize \r\nlater...\BRK
event_0640.txt,200,Proc08D,3,What are you talking \r\nabout!? How can you not \r\nremember your own birthday!\BRK\WAIT_CLICKI can't believe you...!\BRK | I'd better apologize \r\nlater...\BRK
event_0640.txt,201,Proc08D,0x23,What are you talking \r\nabout!? How can you not \r\nremember your own birthday!\BRK\WAIT_CLICKI can't believe you...!\BRK | I'd better apologize \r\nlater...\BRK
event_0644.txt,62,Proc08D,0x19,"Sorry, try again.\r\nIt's your own birthday!\r\nAre you pulling my leg?\BRK | I'd better apologize \r\nlater...\BRK"
event_0644.txt,96,Proc08D,0x19,Sorry all my food is the\r\nsame as at the Inn. \BRK\WAIT_CLICKI learned it all from dad!\BRK | I had so much fun today!\r\nI'll sleep like a log...\BRK
event_0644.txt,116,Proc08D,0x19,My birthday!?...\r\nGet a grip! It's YOUR \r\nbirthday!\BRK | I'd better apologize \r\nlater...\BRK
event_0644.txt,156,Proc08D,0x19,Sorry all my food is the\r\nsame as at the Inn. \BRK\WAIT_CLICKI learned it all from dad!\BRK | I had so much fun today!\r\nI'll sleep like a log...\BRK
event_0644.txt,157,Proc08D,0x23,Sorry all my food is the\r\nsame as at the Inn. \BRK\WAIT_CLICKI learned it all from dad!\BRK | I had so much fun today!\r\nI'll sleep like a log...\BRK
event_0644.txt,178,Proc08D,0x19,My birthday!?...\r\nGet a grip! It's YOUR \r\nbirthday!\BRK | I'd better apologize \r\nlater...\BRK
event_0644.txt,179,Proc08D,0x23,My birthday!?...\r\nGet a grip! It's YOUR \r\nbirthday!\BRK | I'd better apologize \r\nlater...\BRK
event_0644.txt,200,Proc08D,0x19,Stop fooling me!\r\nI know you know it's your\r\nown birthday!\BRK | I'd better apologize \r\nlater...\BRK
event_0644.txt,201,Proc08D,0x23,Stop fooling me!\r\nI know you know it's your\r\nown birthday!\BRK | I'd better apologize \r\nlater...\BRK
event_0647.txt,63,Proc08D,0x15,"...Our anniversary?\r\nYou were just kidding, \r\nright? I hope you'd\BRK\r\nremember your own birthday!\BRK | I'd better apologize \r\nlater...\BRK"
event_0647.txt,97,Proc08D,0x15,I can't wait to have a\r\nbaby. I love kids. \BRK | I had so much fun today!\r\nI'll sleep like a log...\BRK
event_0647.txt,117,Proc08D,0x15,"Well, maybe I shouldn't\r\nexpect you to remember MY\r\nbirthday, but at least \BRK\r\nremember your OWN!\BRK | I'd better apologize \r\nlater...\BRK"
event_0647.txt,157,Proc08D,0x15,"Now you're a year older and\r\na dad as well, so it's time\r\nto stop goofing around!\BRK | I had so much fun today!\r\nI'll sleep like a log...\BRK"
event_0647.txt,158,Proc08D,0x23,"Now you're a year older and\r\na dad as well, so it's time\r\nto stop goofing around!\BRK | I had so much fun today!\r\nI'll sleep like a log...\BRK"
event_0647.txt,179,Proc08D,0x15,"Well, maybe I shouldn't\r\nexpect you to remember MY\r\nbirthday, but at least \BRK\r\nremember your OWN!\BRK | I'd better apologize \r\nlater...\BRK"
event_0647.txt,180,Proc08D,0x23,"Well, maybe I shouldn't\r\nexpect you to remember MY\r\nbirthday, but at least \BRK\r\nremember your OWN!\BRK | I'd better apologize \r\nlater...\BRK"
event_0647.txt,201,Proc08D,0x15,"You really are a strange one,\r\naren't you?\BRK\WAIT_CLICKHow many people forget both\r\ntheir own and their child's\r\nbirthday...?\BRK | I'd better apologize \r\nlater...\BRK"
event_0647.txt,202,Proc08D,0x23,"You really are a strange one,\r\naren't you?\BRK\WAIT_CLICKHow many people forget both\r\ntheir own and their child's\r\nbirthday...?\BRK | I'd better apologize \r\nlater...\BRK"
event_0650.txt,64,Proc08D,0x13,"Hmm...It's even more \r\nimportant to me than our \r\nanniversary. \BRK\WAIT_CLICKIt's your birthday, silly!\BRK | I'd better apologize \r\nlater...\BRK"
event_0650.txt,98,Proc08D,0x13,"Well, we will celebrate our\r\nanniversaries just like \r\nthis...Forever!\BRK | I had so much fun today!\r\nI'll sleep like a log...\BRK"
event_0650.txt,118,Proc08D,0x13,"Ha ha ha! I can't \r\nbelieve you mixed up our \r\nbirthdays! You sure are \BRK\r\ncute, \xFF).\BRK | I'd better apologize \r\nlater...\BRK"
event_0650.txt,158,Proc08D,0x13,"Well, we will celebrate our\r\nfamily anniversaries just  \r\nlike this...Forever!\BRK | I had so much fun today!\r\nI'll sleep like a log...\BRK"
event_0650.txt,159,Proc08D,0x23,"Well, we will celebrate our\r\nfamily anniversaries just  \r\nlike this...Forever!\BRK | I had so much fun today!\r\nI'll sleep like a log...\BRK"
event_0650.txt,180,Proc08D,0x13,"Ha ha ha! I can't \r\nbelieve you mixed up our \r\nbirthdays! You sure are \BRK\r\ncute, \xFF).\BRK | I'd better apologize \r\nlater...\BRK"
event_0650.txt,181,Proc08D,0x23,"Ha ha ha! I can't \r\nbelieve you mixed up our \r\nbirthdays! You sure are \BRK\r\ncute, \xFF).\BRK | I'd better apologize \r\nlater...\BRK"
event_0650.txt,202,Proc08D,0x13,Ha ha ha! I can't \r\nbelieve you mixed up your \r\nbirthday with \BRK\r\n\xFF*'s! \BRK\WAIT_CLICKYou sure are cute!\BRK | I'd better apologize \r\nlater...\BRK
event_0650.txt,203,Proc08D,0x23,Ha ha ha! I can't \r\nbelieve you mixed up your \r\nbirthday with \BRK\r\n\xFF*'s! \BRK\WAIT_CLICKYou sure are cute!\BRK | I'd better apologize \r\nlater...\BRK
event_0653.txt,62,Proc08D,0xC,"Ha! Sometimes you really are\r\nlike a character in a story!\r\nIt's you birthday, silly!\BRK\r\nHappy birthday!\BRK | I'd better apologize \r\nlater...\BRK"
event_0653.txt,96,Proc08D,0xC,It's no fun having your \r\nbirthday be the same day as\r\nyour parents' anniversary!\BRK | I had so much fun today!\r\nI'll sleep like a log...\BRK
event_0653.txt,116,Proc08D,0xC,"I can't believe you mix up\r\nyour birthday and mine!\r\nSometimes I wonder what \BRK\r\ngoes on in your head, \r\n\xFF).\BRK | I'd better apologize \r\nlater...\BRK"
event_0653.txt,156,Proc08D,0xC,It's no fun having your \r\nbirthday be the same day as\r\nyour parents' anniversary!\BRK | I had so much fun today!\r\nI'll sleep like a log...\BRK
event_0653.txt,157,Proc08D,0x23,It's no fun having your \r\nbirthday be the same day as\r\nyour parents' anniversary!\BRK | I had so much fun today!\r\nI'll sleep like a log...\BRK
event_0653.txt,178,Proc08D,0xC,"I can't believe you mix up\r\nyour birthday and mine!\r\nSometimes I wonder what \BRK\r\ngoes on in your head, \r\n\xFF).\BRK | I'd better apologize \r\nlater...\BRK"
event_0653.txt,179,Proc08D,0x23,"I can't believe you mix up\r\nyour birthday and mine!\r\nSometimes I wonder what \BRK\r\ngoes on in your head, \r\n\xFF).\BRK | I'd better apologize \r\nlater...\BRK"
event_0653.txt,200,Proc08D,0xC,"Have you forgotten your own\r\nbirthday, as well as \r\n\xFF*'s? \BRK\r\nYou'd better not forget\r\nnext year, or I'll really\r\nget mad, \xFF)! \BRK | I'd better apologize \r\nlater...\BRK"
event_0653.txt,201,Proc08D,0x23,"Have you forgotten your own\r\nbirthday, as well as \r\n\xFF*'s? \BRK\r\nYou'd better not forget\r\nnext year, or I'll really\r\nget mad, \xFF)! \BRK | I'd better apologize \r\nlater...\BRK"
event_0654.txt,121,Proc12A,0,I can't believe I'm about to\r\nbecome a father...\r\nThis is so great!\BRK
event_0655.txt,121,Proc12A,0,I can't believe I'm about to\r\nbecome a father...\r\nThis is so great!\BRK
event_0656.txt,117,Proc12A,0,I can't believe I'm about to\r\nbecome a father...\r\nThis is so great!\BRK
event_0657.txt,121,Proc12A,0,I can't believe I'm about to\r\nbecome a father...\r\nThis is so great!\BRK
event_0658.txt,121,Proc12A,0,I can't believe I'm about to\r\nbecome a father...\r\nThis is so great!\BRK
event_0659.txt,166,Proc131,,
event_0659.txt,219,Proc0A6,0,"He looks just like you,\r\n\xFF)!\BRK\WAIT_CLICKWhy don't you name him?\BRK | I'm so happy!\r\nWelcome to the world, \r\n\xFF*!\BRK"
event_0660.txt,166,Proc131,,
event_0660.txt,219,Proc0A6,0,"He looks just like a \r\nmonkey, but he's so cute!\BRK\WAIT_CLICKWhat should we name him?\BRK | \xFF*?\r\nThat sounds like a good \r\nname to me!\BRK"
event_0661.txt,165,Proc131,,
event_0661.txt,211,Proc0A6,0,"I've witnessed so many \r\nbirths, but my own baby is \r\ndefinitely the cutest!\BRK\WAIT_CLICKHave you thought of a good\r\nname, \xFF)?\BRK | \xFF*...\r\nI think it fits him well!\BRK"
event_0662.txt,166,Proc131,,
event_0662.txt,219,Proc0A6,0,I can't believe I'm a mom!\r\nDid you think of a good\r\nname?\BRK | \xFF*?\r\nHow long have you been\r\nthinking of that?\BRK
event_0663.txt,166,Proc131,,
event_0663.txt,219,Proc0A6,0,"Life truly is miraculous...\r\nNice to meet you, my son...\BRK\WAIT_CLICKWe have to think of a name!\r\nDo you have any ideas?\BRK | \xFF*......\r\nI think it suits him \r\nperfectly!\BRK"
event_0694.txt,92,Proc12E,"0, 0x1D, 0, 0",You'll have to learn to pace\r\nyourself better from now on.\r\nRest here for today. \BRK
event_0717.txt,109,Proc0ED,0x3E8,"No sloughing off, now!\BRK"
event_0717.txt,147,Proc046,,Thanks for helping out. \r\nI've deposited your pay.\BRK
event_0717.txt,155,Proc046,,Look forward to tasting\r\nthe Wine made of the\r\nGrapes you picked! \BRK
event_0717.txt,275,Proc12A,0,"I'm glad to have you \r\nwith us, Cliff.\BRK\WAIT_CLICKNow, let me show you how\r\nsome other things are \r\ndone around here...\BRK | Back to work, I guess!\BRK"
event_0717.txt,297,Proc12A,0,Now...Back to work!\BRK | It's good to see Cliff \r\nso happy about his work. \BRK
event_0737.txt,61,Proc0AC,0,"OK, here goes. \BRK"
