flag_id,occurrences
0x12F,event_0202.txt:  || event_0358.txt:  || event_0465.txt: Box of Oranges\BRK || event_0466.txt: Counter\BRK || event_0467.txt: Box of Oranges\BRK || event_0468.txt:  || event_0469.txt:  || event_0470.txt:  || event_0471.txt:  || event_0472.txt:  || event_0473.txt:  || event_0474.txt:  || event_0475.txt:  || event_0476.txt:  || event_0477.txt:  || event_0478.txt:  || event_0479.txt:  || event_0480.txt:  || event_0481.txt:  || event_0482.txt: Counter\BRK || event_0483.txt: Table\BRK || event_0484.txt: Counter\BRK || event_0485.txt: Counter\BRK || event_0486.txt: Counter\BRK || event_0487.txt: Counter\BRK || event_0488.txt: Counter\BRK || event_0489.txt: Counter\BRK || event_0798.txt:  || event_0982.txt:  || event_0991.txt: You can't use that now.\BRK
0x13,"event_0571.txt:  || event_0571.txt: Many new events \r\nmay happen in the future...\BRK | Very many new events \r\nmay happen in the future...\BRK | Your link level has now\r\nreached maximum strength!\r\nAs a reward, I'm now \BRK\r\ngr"
0x130,"event_0179.txt:  || event_0179.txt:  || event_0179.txt:  || event_0202.txt:  || event_0465.txt: Box of Oranges\BRK || event_0466.txt: Counter\BRK || event_0467.txt: Box of Oranges\BRK || event_0468.txt:  || event_0469.txt:  || event_0470.txt:  || event_0471.txt:  || event_0472.txt:  || event_0473.txt:  || event_0474.txt:  || event_0475.txt:  || event_0476.txt:  || event_0477.txt:  || event_0478.txt:  || event_0479.txt:  || event_0480.txt:  || event_0481.txt:  || event_0482.txt: Counter\BRK || event_0483.txt: Table\BRK || event_0484.txt: Counter\BRK || event_0485.txt: Counter\BRK || event_0486.txt: Counter\BRK || event_0487.txt: Counter\BRK || event_0488.txt: Counter\BRK || event_0489.txt: Counter\BRK || event_0799.txt: I just can't get excited \r\nabout it now. I'm in a \r\nslump, I guess. \BRK | I'll snap out of it  \r\neventually, but not now. \BRK\WAIT_CLICKSorry. \BRK || event_0991.txt: You can't use that now.\BRK"
0x131,"event_0179.txt:  || event_0488.txt: I haven't felt the\r\ncreative urge yet.\r\nCome back later. \BRK || event_0799.txt: I'll snap out of it  \r\neventually, but not now. \BRK\WAIT_CLICKSorry. \BRK || event_0800.txt: "
0x132,event_0179.txt:  || event_0179.txt:  || event_0202.txt:  || event_0465.txt: Box of Oranges\BRK || event_0466.txt: Counter\BRK || event_0467.txt: Box of Oranges\BRK || event_0468.txt:  || event_0469.txt:  || event_0470.txt:  || event_0471.txt:  || event_0472.txt:  || event_0473.txt:  || event_0474.txt:  || event_0475.txt:  || event_0476.txt:  || event_0477.txt:  || event_0478.txt:  || event_0479.txt:  || event_0480.txt:  || event_0481.txt:  || event_0482.txt: Counter\BRK || event_0483.txt: Table\BRK || event_0484.txt: Counter\BRK || event_0485.txt: Counter\BRK || event_0486.txt: Counter\BRK || event_0487.txt: Counter\BRK || event_0488.txt: Counter\BRK || event_0489.txt: Counter\BRK || event_0800.txt:  || event_0991.txt: You can't use that now.\BRK
0x133,"event_0179.txt:  || event_0179.txt:  || event_0202.txt:  || event_0465.txt: Box of Oranges\BRK || event_0466.txt: Counter\BRK || event_0467.txt: Box of Oranges\BRK || event_0468.txt:  || event_0469.txt:  || event_0470.txt:  || event_0471.txt:  || event_0472.txt:  || event_0473.txt:  || event_0474.txt:  || event_0475.txt:  || event_0476.txt:  || event_0477.txt:  || event_0478.txt:  || event_0479.txt:  || event_0480.txt:  || event_0481.txt:  || event_0482.txt: Counter\BRK || event_0483.txt: Table\BRK || event_0484.txt: Counter\BRK || event_0485.txt: Counter\BRK || event_0486.txt: Counter\BRK || event_0487.txt: Counter\BRK || event_0488.txt: Counter\BRK || event_0489.txt: Counter\BRK || event_0550.txt:  || event_0550.txt:  || event_0801.txt: ...I think so, too. \BRK || event_0991.txt: You can't use that now.\BRK || event_1028.txt: Who are you again?\r\nOh, you're at the farm, eh?\BRK\WAIT_CLICKI'm Gotz, the woodcutter\r\naround these parts. \BRK\WAIT_CLICKIf you ever want to expand\r\nyour house, just call me!\BRK || event_1028.txt: You just keep on \r\nexpanding the farm!\BRK | Hi, \xFF!. \r\nYou like it here, too?\BRK"
0x134,event_0123.txt:  || event_0123.txt: Where are you going?\BRK | I haven't cleaned \r\nupstairs yet.\r\nPlease don't go up yet.\BRK || event_0124.txt:  || event_0124.txt:  || event_0202.txt:  || event_0465.txt: Box of Oranges\BRK || event_0466.txt: Counter\BRK || event_0467.txt: Box of Oranges\BRK || event_0468.txt:  || event_0469.txt:  || event_0470.txt:  || event_0471.txt:  || event_0472.txt:  || event_0473.txt:  || event_0474.txt:  || event_0475.txt:  || event_0476.txt:  || event_0477.txt:  || event_0478.txt:  || event_0479.txt:  || event_0480.txt:  || event_0481.txt:  || event_0482.txt: Counter\BRK || event_0483.txt: Table\BRK || event_0484.txt: Counter\BRK || event_0485.txt: Counter\BRK || event_0486.txt: Counter\BRK || event_0487.txt: Counter\BRK || event_0488.txt: Counter\BRK || event_0489.txt: Counter\BRK || event_0523.txt:  || event_0523.txt:  || event_0804.txt:  || event_0991.txt: You can't use that now.\BRK
0x135,"event_0105.txt:  || event_0105.txt:  || event_0153.txt:  || event_0153.txt:  || event_0202.txt:  || event_0465.txt: Box of Oranges\BRK || event_0466.txt: Counter\BRK || event_0467.txt: Box of Oranges\BRK || event_0468.txt:  || event_0469.txt:  || event_0470.txt:  || event_0471.txt:  || event_0472.txt:  || event_0473.txt:  || event_0474.txt:  || event_0475.txt:  || event_0476.txt:  || event_0477.txt:  || event_0478.txt:  || event_0479.txt:  || event_0480.txt:  || event_0481.txt:  || event_0482.txt: Counter\BRK || event_0483.txt: Table\BRK || event_0484.txt: Counter\BRK || event_0485.txt: Counter\BRK || event_0486.txt: Counter\BRK || event_0487.txt: Counter\BRK || event_0488.txt: Counter\BRK || event_0489.txt: Counter\BRK || event_0806.txt:  || event_0807.txt: You'll be able to catch lots\r\nof fish with that!\BRK || event_0808.txt: You've gotten a nice \r\nfishing rod. \BRK || event_0991.txt: You can't use that now.\BRK || event_0997.txt: Hmmph! You have it \r\nlucky, you know that!?...\BRK\WAIT_CLICKThe girl I wanted to marry\r\nup and married someone \r\nelse! And I thought she \BRK\WAIT_CLICKwould wait until I was \r\nolder...\BRK | || event_1016.txt: I've set up shop here, \r\nand I've got great stuff!\BRK\WAIT_CLICKMy name is Won.\BRK"
0x136,event_0202.txt:  || event_0358.txt:  || event_0465.txt: Box of Oranges\BRK || event_0466.txt: Counter\BRK || event_0467.txt: Box of Oranges\BRK || event_0468.txt:  || event_0469.txt:  || event_0470.txt:  || event_0471.txt:  || event_0472.txt:  || event_0473.txt:  || event_0474.txt:  || event_0475.txt:  || event_0476.txt:  || event_0477.txt:  || event_0478.txt:  || event_0479.txt:  || event_0480.txt:  || event_0481.txt:  || event_0482.txt: Counter\BRK || event_0483.txt: Table\BRK || event_0484.txt: Counter\BRK || event_0485.txt: Counter\BRK || event_0486.txt: Counter\BRK || event_0487.txt: Counter\BRK || event_0488.txt: Counter\BRK || event_0489.txt: Counter\BRK || event_0809.txt:  || event_0991.txt: You can't use that now.\BRK
0x137,event_0202.txt:  || event_0358.txt:  || event_0465.txt: Box of Oranges\BRK || event_0466.txt: Counter\BRK || event_0467.txt: Box of Oranges\BRK || event_0468.txt:  || event_0469.txt:  || event_0470.txt:  || event_0471.txt:  || event_0472.txt:  || event_0473.txt:  || event_0474.txt:  || event_0475.txt:  || event_0476.txt:  || event_0477.txt:  || event_0478.txt:  || event_0479.txt:  || event_0480.txt:  || event_0481.txt:  || event_0482.txt: Counter\BRK || event_0483.txt: Table\BRK || event_0484.txt: Counter\BRK || event_0485.txt: Counter\BRK || event_0486.txt: Counter\BRK || event_0487.txt: Counter\BRK || event_0488.txt: Counter\BRK || event_0489.txt: Counter\BRK || event_0806.txt:  || event_0806.txt:  || event_0810.txt:  || event_0991.txt: You can't use that now.\BRK
0x138,event_0202.txt:  || event_0358.txt:  || event_0465.txt: Box of Oranges\BRK || event_0466.txt: Counter\BRK || event_0467.txt: Box of Oranges\BRK || event_0468.txt:  || event_0469.txt:  || event_0470.txt:  || event_0471.txt:  || event_0472.txt:  || event_0473.txt:  || event_0474.txt:  || event_0475.txt:  || event_0476.txt:  || event_0477.txt:  || event_0478.txt:  || event_0479.txt:  || event_0480.txt:  || event_0481.txt:  || event_0482.txt: Counter\BRK || event_0483.txt: Table\BRK || event_0484.txt: Counter\BRK || event_0485.txt: Counter\BRK || event_0486.txt: Counter\BRK || event_0487.txt: Counter\BRK || event_0488.txt: Counter\BRK || event_0489.txt: Counter\BRK || event_0811.txt:  || event_0982.txt:  || event_0991.txt: You can't use that now.\BRK
0x139,event_0202.txt:  || event_0358.txt:  || event_0465.txt: Box of Oranges\BRK || event_0466.txt: Counter\BRK || event_0467.txt: Box of Oranges\BRK || event_0468.txt:  || event_0469.txt:  || event_0470.txt:  || event_0471.txt:  || event_0472.txt:  || event_0473.txt:  || event_0474.txt:  || event_0475.txt:  || event_0476.txt:  || event_0477.txt:  || event_0478.txt:  || event_0479.txt:  || event_0480.txt:  || event_0481.txt:  || event_0482.txt: Counter\BRK || event_0483.txt: Table\BRK || event_0484.txt: Counter\BRK || event_0485.txt: Counter\BRK || event_0486.txt: Counter\BRK || event_0487.txt: Counter\BRK || event_0488.txt: Counter\BRK || event_0489.txt: Counter\BRK || event_0812.txt:  || event_0982.txt:  || event_0991.txt: You can't use that now.\BRK
0x13B,event_0202.txt:  || event_0358.txt:  || event_0465.txt: Box of Oranges\BRK || event_0466.txt: Counter\BRK || event_0467.txt: Box of Oranges\BRK || event_0468.txt:  || event_0469.txt:  || event_0470.txt:  || event_0471.txt:  || event_0472.txt:  || event_0473.txt:  || event_0474.txt:  || event_0475.txt:  || event_0476.txt:  || event_0477.txt:  || event_0478.txt:  || event_0479.txt:  || event_0480.txt:  || event_0481.txt:  || event_0482.txt: Counter\BRK || event_0483.txt: Table\BRK || event_0484.txt: Counter\BRK || event_0485.txt: Counter\BRK || event_0486.txt: Counter\BRK || event_0487.txt: Counter\BRK || event_0488.txt: Counter\BRK || event_0489.txt: Counter\BRK || event_0813.txt:  || event_0985.txt:  || event_0991.txt: You can't use that now.\BRK
0x13C,event_0202.txt:  || event_0465.txt: Box of Oranges\BRK || event_0466.txt: Counter\BRK || event_0467.txt: Box of Oranges\BRK || event_0468.txt:  || event_0469.txt:  || event_0470.txt:  || event_0471.txt:  || event_0472.txt:  || event_0473.txt:  || event_0474.txt:  || event_0475.txt:  || event_0476.txt:  || event_0477.txt:  || event_0478.txt:  || event_0479.txt:  || event_0480.txt:  || event_0481.txt:  || event_0482.txt: Counter\BRK || event_0483.txt: Table\BRK || event_0484.txt: Counter\BRK || event_0485.txt: Counter\BRK || event_0486.txt: Counter\BRK || event_0487.txt: Counter\BRK || event_0488.txt: Counter\BRK || event_0489.txt: Counter\BRK || event_0991.txt: You can't use that now.\BRK
0x13D,event_0202.txt:  || event_0465.txt: Box of Oranges\BRK || event_0466.txt: Counter\BRK || event_0467.txt: Box of Oranges\BRK || event_0468.txt:  || event_0469.txt:  || event_0470.txt:  || event_0471.txt:  || event_0472.txt:  || event_0473.txt:  || event_0474.txt:  || event_0475.txt:  || event_0476.txt:  || event_0477.txt:  || event_0478.txt:  || event_0479.txt:  || event_0480.txt:  || event_0481.txt:  || event_0482.txt: Counter\BRK || event_0483.txt: Table\BRK || event_0484.txt: Counter\BRK || event_0485.txt: Counter\BRK || event_0486.txt: Counter\BRK || event_0487.txt: Counter\BRK || event_0488.txt: Counter\BRK || event_0489.txt: Counter\BRK || event_0991.txt: You can't use that now.\BRK
0x13E,event_0202.txt:  || event_0358.txt:  || event_0465.txt: Box of Oranges\BRK || event_0466.txt: Counter\BRK || event_0467.txt: Box of Oranges\BRK || event_0468.txt:  || event_0469.txt:  || event_0470.txt:  || event_0471.txt:  || event_0472.txt:  || event_0473.txt:  || event_0474.txt:  || event_0475.txt:  || event_0476.txt:  || event_0477.txt:  || event_0478.txt:  || event_0479.txt:  || event_0480.txt:  || event_0481.txt:  || event_0482.txt: Counter\BRK || event_0483.txt: Table\BRK || event_0484.txt: Counter\BRK || event_0485.txt: Counter\BRK || event_0486.txt: Counter\BRK || event_0487.txt: Counter\BRK || event_0488.txt: Counter\BRK || event_0489.txt: Counter\BRK || event_0814.txt:  || event_0985.txt:  || event_0991.txt: You can't use that now.\BRK
0x13F,event_0202.txt:  || event_0465.txt: Box of Oranges\BRK || event_0466.txt: Counter\BRK || event_0467.txt: Box of Oranges\BRK || event_0468.txt:  || event_0469.txt:  || event_0470.txt:  || event_0471.txt:  || event_0472.txt:  || event_0473.txt:  || event_0474.txt:  || event_0475.txt:  || event_0476.txt:  || event_0477.txt:  || event_0478.txt:  || event_0479.txt:  || event_0480.txt:  || event_0481.txt:  || event_0482.txt: Counter\BRK || event_0483.txt: Table\BRK || event_0484.txt: Counter\BRK || event_0485.txt: Counter\BRK || event_0486.txt: Counter\BRK || event_0487.txt: Counter\BRK || event_0488.txt: Counter\BRK || event_0489.txt: Counter\BRK || event_0991.txt: You can't use that now.\BRK
0x140,event_0202.txt:  || event_0465.txt: Box of Oranges\BRK || event_0466.txt: Counter\BRK || event_0467.txt: Box of Oranges\BRK || event_0468.txt:  || event_0469.txt:  || event_0470.txt:  || event_0471.txt:  || event_0472.txt:  || event_0473.txt:  || event_0474.txt:  || event_0475.txt:  || event_0476.txt:  || event_0477.txt:  || event_0478.txt:  || event_0479.txt:  || event_0480.txt:  || event_0481.txt:  || event_0482.txt: Counter\BRK || event_0483.txt: Table\BRK || event_0484.txt: Counter\BRK || event_0485.txt: Counter\BRK || event_0486.txt: Counter\BRK || event_0487.txt: Counter\BRK || event_0488.txt: Counter\BRK || event_0489.txt: Counter\BRK || event_0991.txt: You can't use that now.\BRK
0x141,event_0202.txt:  || event_0465.txt: Box of Oranges\BRK || event_0466.txt: Counter\BRK || event_0467.txt: Box of Oranges\BRK || event_0468.txt:  || event_0469.txt:  || event_0470.txt:  || event_0471.txt:  || event_0472.txt:  || event_0473.txt:  || event_0474.txt:  || event_0475.txt:  || event_0476.txt:  || event_0477.txt:  || event_0478.txt:  || event_0479.txt:  || event_0480.txt:  || event_0481.txt:  || event_0482.txt: Counter\BRK || event_0483.txt: Table\BRK || event_0484.txt: Counter\BRK || event_0485.txt: Counter\BRK || event_0486.txt: Counter\BRK || event_0487.txt: Counter\BRK || event_0488.txt: Counter\BRK || event_0489.txt: Counter\BRK || event_0815.txt:  || event_0982.txt:  || event_0982.txt:  || event_0991.txt: You can't use that now.\BRK
0x142,"event_0202.txt:  || event_0465.txt: Box of Oranges\BRK || event_0466.txt: Counter\BRK || event_0467.txt: Box of Oranges\BRK || event_0468.txt:  || event_0469.txt:  || event_0470.txt:  || event_0471.txt:  || event_0472.txt:  || event_0473.txt:  || event_0474.txt:  || event_0475.txt:  || event_0476.txt:  || event_0477.txt:  || event_0478.txt:  || event_0479.txt:  || event_0480.txt:  || event_0481.txt:  || event_0482.txt: Counter\BRK || event_0483.txt: Table\BRK || event_0484.txt: Counter\BRK || event_0485.txt: Counter\BRK || event_0486.txt: Counter\BRK || event_0487.txt: Counter\BRK || event_0488.txt: Counter\BRK || event_0489.txt: Counter\BRK || event_0571.txt: Well, if it isn't \r\n\xFF!.\BRK\WAIT_CLICKHow do I know your name?\r\nLet's just say I know  \r\na great many things. \BRK\WAIT_CLICKThanks for making an \r\noffering on my birthday. \BRK\WAIT_CLICK  || event_0571.txt: Well, if it isn't \r\n\xFF!.\BRK\WAIT_CLICKHow do I know your name?\r\nLet's just say I know  \r\na great many things. \BRK\WAIT_CLICKThanks for making an \r\noffering on my birthday. \BRK\WAIT_CLICK  || event_0991.txt: You can't use that now.\BRK"
0x143,"event_0202.txt:  || event_0465.txt: Box of Oranges\BRK || event_0466.txt: Counter\BRK || event_0467.txt: Box of Oranges\BRK || event_0468.txt:  || event_0469.txt:  || event_0470.txt:  || event_0471.txt:  || event_0472.txt:  || event_0473.txt:  || event_0474.txt:  || event_0475.txt:  || event_0476.txt:  || event_0477.txt:  || event_0478.txt:  || event_0479.txt:  || event_0480.txt:  || event_0481.txt:  || event_0482.txt: Counter\BRK || event_0483.txt: Table\BRK || event_0484.txt: Counter\BRK || event_0485.txt: Counter\BRK || event_0486.txt: Counter\BRK || event_0487.txt: Counter\BRK || event_0488.txt: Counter\BRK || event_0489.txt: Counter\BRK || event_0571.txt: I won't be giving you any \r\nmore, but come again anyway!\BRK | Since you've come and \r\nvisited me so many times, I\r\nshall now grant you a wish.\BRK\r\nIs there a girl you like? \BRK | Oh! I see  || event_0571.txt: Come again any time.\BRK\WAIT_CLICK || event_0571.txt: So...\r\nWho is it?\BRK || event_0991.txt: You can't use that now.\BRK"
0x144,"event_0571.txt: Come again any time.\BRK\WAIT_CLICK || event_0847.txt: I'll marry you if you want,\r\n\xFF!. \BRK"
0x145,"event_0202.txt:  || event_0465.txt: Box of Oranges\BRK || event_0466.txt: Counter\BRK || event_0467.txt: Box of Oranges\BRK || event_0468.txt:  || event_0469.txt:  || event_0470.txt:  || event_0471.txt:  || event_0472.txt:  || event_0473.txt:  || event_0474.txt:  || event_0475.txt:  || event_0476.txt:  || event_0477.txt:  || event_0478.txt:  || event_0479.txt:  || event_0480.txt:  || event_0481.txt:  || event_0482.txt: Counter\BRK || event_0483.txt: Table\BRK || event_0484.txt: Counter\BRK || event_0485.txt: Counter\BRK || event_0486.txt: Counter\BRK || event_0487.txt: Counter\BRK || event_0488.txt: Counter\BRK || event_0489.txt: Counter\BRK || event_0571.txt: Since you've come and \r\nvisited me so many times, \r\nI shall now grant you a \BRK\r\nPower Berry as a token\r\nof my thanks.\BRK || event_0571.txt: I won't be giving you any \r\nmore, but come again anyway!\BRK | Since you've come and \r\nvisited me so many times, I\r\nshall now grant you a wish.\BRK\r\nIs there a girl you like? \BRK | Oh! I see  || event_0991.txt: You can't use that now.\BRK"
0x146,"event_0202.txt:  || event_0465.txt: Box of Oranges\BRK || event_0466.txt: Counter\BRK || event_0467.txt: Box of Oranges\BRK || event_0468.txt:  || event_0469.txt:  || event_0470.txt:  || event_0471.txt:  || event_0472.txt:  || event_0473.txt:  || event_0474.txt:  || event_0475.txt:  || event_0476.txt:  || event_0477.txt:  || event_0478.txt:  || event_0479.txt:  || event_0480.txt:  || event_0481.txt:  || event_0482.txt: Counter\BRK || event_0483.txt: Table\BRK || event_0484.txt: Counter\BRK || event_0485.txt: Counter\BRK || event_0486.txt: Counter\BRK || event_0487.txt: Counter\BRK || event_0488.txt: Counter\BRK || event_0489.txt: Counter\BRK || event_0816.txt:  || event_0847.txt: I'll marry you if you want,\r\n\xFF!. \BRK || event_0991.txt: You can't use that now.\BRK"
0x148,event_0202.txt:  || event_0465.txt: Box of Oranges\BRK || event_0466.txt: Counter\BRK || event_0467.txt: Box of Oranges\BRK || event_0468.txt:  || event_0469.txt:  || event_0470.txt:  || event_0471.txt:  || event_0472.txt:  || event_0473.txt:  || event_0474.txt:  || event_0475.txt:  || event_0476.txt:  || event_0477.txt:  || event_0478.txt:  || event_0479.txt:  || event_0480.txt:  || event_0481.txt:  || event_0482.txt: Counter\BRK || event_0483.txt: Table\BRK || event_0484.txt: Counter\BRK || event_0485.txt: Counter\BRK || event_0486.txt: Counter\BRK || event_0487.txt: Counter\BRK || event_0488.txt: Counter\BRK || event_0489.txt: Counter\BRK || event_0572.txt: \x81c\x81c\x81c\x81c\r\n\r\n\BRK || event_0572.txt: \x81c\x81c\x81c\x81c\r\n\r\n\BRK | ...Here you go.\r\nDon't come back.\r\n\BRK || event_0991.txt: You can't use that now.\BRK
0x149,"event_0087.txt: You found a Power Berry.\r\n\BRK || event_0087.txt: You found a Power Berry.\r\n\BRK | ...But your hands are\r\nalready full, so you \r\ncan't hold it.\BRK || event_0202.txt:  || event_0465.txt: Box of Oranges\BRK || event_0466.txt: Counter\BRK || event_0467.txt: Box of Oranges\BRK || event_0468.txt:  || event_0469.txt:  || event_0470.txt:  || event_0471.txt:  || event_0472.txt:  || event_0473.txt:  || event_0474.txt:  || event_0475.txt:  || event_0476.txt:  || event_0477.txt:  || event_0478.txt:  || event_0479.txt:  || event_0480.txt:  || event_0481.txt:  || event_0482.txt: Counter\BRK || event_0483.txt: Table\BRK || event_0484.txt: Counter\BRK || event_0485.txt: Counter\BRK || event_0486.txt: Counter\BRK || event_0487.txt: Counter\BRK || event_0488.txt: Counter\BRK || event_0489.txt: Counter\BRK || event_0991.txt: You can't use that now.\BRK"
0x14A,event_0202.txt:  || event_0465.txt: Box of Oranges\BRK || event_0466.txt: Counter\BRK || event_0467.txt: Box of Oranges\BRK || event_0468.txt:  || event_0469.txt:  || event_0470.txt:  || event_0471.txt:  || event_0472.txt:  || event_0473.txt:  || event_0474.txt:  || event_0475.txt:  || event_0476.txt:  || event_0477.txt:  || event_0478.txt:  || event_0479.txt:  || event_0480.txt:  || event_0481.txt:  || event_0482.txt: Counter\BRK || event_0483.txt: Table\BRK || event_0484.txt: Counter\BRK || event_0485.txt: Counter\BRK || event_0486.txt: Counter\BRK || event_0487.txt: Counter\BRK || event_0488.txt: Counter\BRK || event_0489.txt: Counter\BRK || event_0572.txt: \x81c\x81c\x81c\x81c\r\n\r\n\BRK | ...Here you go.\r\nDon't come back.\r\n\BRK || event_0572.txt: You sure are stubborn.\r\n\r\n\BRK || event_0991.txt: You can't use that now.\BRK
0x14B,event_0202.txt:  || event_0465.txt: Box of Oranges\BRK || event_0466.txt: Counter\BRK || event_0467.txt: Box of Oranges\BRK || event_0468.txt:  || event_0469.txt:  || event_0470.txt:  || event_0471.txt:  || event_0472.txt:  || event_0473.txt:  || event_0474.txt:  || event_0475.txt:  || event_0476.txt:  || event_0477.txt:  || event_0478.txt:  || event_0479.txt:  || event_0480.txt:  || event_0481.txt:  || event_0482.txt: Counter\BRK || event_0483.txt: Table\BRK || event_0484.txt: Counter\BRK || event_0485.txt: Counter\BRK || event_0486.txt: Counter\BRK || event_0487.txt: Counter\BRK || event_0488.txt: Counter\BRK || event_0489.txt: Counter\BRK || event_0817.txt:  || event_0982.txt:  || event_0982.txt:  || event_0991.txt: You can't use that now.\BRK
0x14C,event_0818.txt: 
0x14E,event_0202.txt:  || event_0465.txt: Box of Oranges\BRK || event_0466.txt: Counter\BRK || event_0467.txt: Box of Oranges\BRK || event_0468.txt:  || event_0469.txt:  || event_0470.txt:  || event_0471.txt:  || event_0472.txt:  || event_0473.txt:  || event_0474.txt:  || event_0475.txt:  || event_0476.txt:  || event_0477.txt:  || event_0478.txt:  || event_0479.txt:  || event_0480.txt:  || event_0481.txt:  || event_0482.txt: Counter\BRK || event_0483.txt: Table\BRK || event_0484.txt: Counter\BRK || event_0485.txt: Counter\BRK || event_0486.txt: Counter\BRK || event_0487.txt: Counter\BRK || event_0488.txt: Counter\BRK || event_0489.txt: Counter\BRK || event_0991.txt: You can't use that now.\BRK
0x14F,event_0202.txt:  || event_0465.txt: Box of Oranges\BRK || event_0466.txt: Counter\BRK || event_0467.txt: Box of Oranges\BRK || event_0468.txt:  || event_0469.txt:  || event_0470.txt:  || event_0471.txt:  || event_0472.txt:  || event_0473.txt:  || event_0474.txt:  || event_0475.txt:  || event_0476.txt:  || event_0477.txt:  || event_0478.txt:  || event_0479.txt:  || event_0480.txt:  || event_0481.txt:  || event_0482.txt: Counter\BRK || event_0483.txt: Table\BRK || event_0484.txt: Counter\BRK || event_0485.txt: Counter\BRK || event_0486.txt: Counter\BRK || event_0487.txt: Counter\BRK || event_0488.txt: Counter\BRK || event_0489.txt: Counter\BRK || event_0991.txt: You can't use that now.\BRK
0x15,event_0285.txt: You'll have to wait until \r\nwhat you bought arrives.\BRK | There is a phone.\BRK || event_0573.txt:  || event_1051.txt:  || event_1051.txt: 
0x150,event_0202.txt:  || event_0465.txt: Box of Oranges\BRK || event_0466.txt: Counter\BRK || event_0467.txt: Box of Oranges\BRK || event_0468.txt:  || event_0469.txt:  || event_0470.txt:  || event_0471.txt:  || event_0472.txt:  || event_0473.txt:  || event_0474.txt:  || event_0475.txt:  || event_0476.txt:  || event_0477.txt:  || event_0478.txt:  || event_0479.txt:  || event_0480.txt:  || event_0481.txt:  || event_0482.txt: Counter\BRK || event_0483.txt: Table\BRK || event_0484.txt: Counter\BRK || event_0485.txt: Counter\BRK || event_0486.txt: Counter\BRK || event_0487.txt: Counter\BRK || event_0488.txt: Counter\BRK || event_0489.txt: Counter\BRK || event_0991.txt: You can't use that now.\BRK
0x151,event_0202.txt:  || event_0465.txt: Box of Oranges\BRK || event_0466.txt: Counter\BRK || event_0467.txt: Box of Oranges\BRK || event_0468.txt:  || event_0469.txt:  || event_0470.txt:  || event_0471.txt:  || event_0472.txt:  || event_0473.txt:  || event_0474.txt:  || event_0475.txt:  || event_0476.txt:  || event_0477.txt:  || event_0478.txt:  || event_0479.txt:  || event_0480.txt:  || event_0481.txt:  || event_0482.txt: Counter\BRK || event_0483.txt: Table\BRK || event_0484.txt: Counter\BRK || event_0485.txt: Counter\BRK || event_0486.txt: Counter\BRK || event_0487.txt: Counter\BRK || event_0488.txt: Counter\BRK || event_0489.txt: Counter\BRK || event_0819.txt:  || event_0819.txt:  || event_0819.txt:  || event_0991.txt: You can't use that now.\BRK
0x152,event_0202.txt:  || event_0358.txt:  || event_0465.txt: Box of Oranges\BRK || event_0466.txt: Counter\BRK || event_0467.txt: Box of Oranges\BRK || event_0468.txt:  || event_0469.txt:  || event_0470.txt:  || event_0471.txt:  || event_0472.txt:  || event_0473.txt:  || event_0474.txt:  || event_0475.txt:  || event_0476.txt:  || event_0477.txt:  || event_0478.txt:  || event_0479.txt:  || event_0480.txt:  || event_0481.txt:  || event_0482.txt: Counter\BRK || event_0483.txt: Table\BRK || event_0484.txt: Counter\BRK || event_0485.txt: Counter\BRK || event_0486.txt: Counter\BRK || event_0487.txt: Counter\BRK || event_0488.txt: Counter\BRK || event_0489.txt: Counter\BRK || event_0819.txt:  || event_0982.txt:  || event_0991.txt: You can't use that now.\BRK
0x153,"event_0202.txt:  || event_0465.txt: Box of Oranges\BRK || event_0466.txt: Counter\BRK || event_0467.txt: Box of Oranges\BRK || event_0468.txt:  || event_0469.txt:  || event_0470.txt:  || event_0471.txt:  || event_0472.txt:  || event_0473.txt:  || event_0474.txt:  || event_0475.txt:  || event_0476.txt:  || event_0477.txt:  || event_0478.txt:  || event_0479.txt:  || event_0480.txt:  || event_0481.txt:  || event_0482.txt: Counter\BRK || event_0483.txt: Table\BRK || event_0484.txt: Counter\BRK || event_0485.txt: Counter\BRK || event_0486.txt: Counter\BRK || event_0487.txt: Counter\BRK || event_0488.txt: Counter\BRK || event_0489.txt: Counter\BRK || event_0820.txt: You have found the final \r\nJewel of Truth. \BRK\WAIT_CLICKPlease follow me.\BRK || event_0820.txt: You can now exchange all of \r\nthe Jewels of Truth for \r\nthe Gem of Truth. \BRK | ...But, it seems you can't \r\nhold any more. \BRK\WAIT_CLICKCome back when your \r\nload is lighter. \BRK || event_0991.txt: You can't use that now.\BRK || event_1017.txt: "
